"1"	"©Y"	"133.133333333333"	"702.098333333333"	"495.236666666667"	"8.87046666666667"	"153.843"	"0.162933333333333"	"134.306666666667"
"2"	"¶`"	"95.0536190476191"	"940.73119047619"	"487.471714285714"	"8.26342857142857"	"126.479904761905"	"0.129238095238095"	"96.1238095238095"
"3"	"∞Ò"	"67.3962772277228"	"979.100613861386"	"487.420891089109"	"8.36718811881188"	"133.355128712871"	"0.123544554455446"	"92.9346534653465"
"4"	"∑æ"	"59.8898881431767"	"963.546510067114"	"467.800246085011"	"7.60480984340045"	"138.667136465324"	"0.115816554809843"	"61.7539149888143"
"5"	"∆W"	"161.247285714286"	"1381.65207142857"	"474.45475"	"8.62"	"154.132535714286"	"0.151214285714286"	"188.457142857143"
"6"	"ß|"	"209.661203374778"	"1059.48242451155"	"474.704222912966"	"8.97484902309059"	"158.571243339254"	"0.144911190053286"	"231.09325044405"
"7"	"§s"	"222.349593400118"	"1124.60791396582"	"474.035497937537"	"9.15984089569829"	"165.008733058338"	"0.143223335297584"	"206.565704183854"
"8"	"±["	"131.809086956522"	"1024.78908695652"	"471.891434782609"	"8.45408695652174"	"168.085594202899"	"0.13868115942029"	"142.189855072464"
"9"	"¥Ú"	"213.771836306401"	"902.317806925498"	"471.669863588667"	"8.84549842602308"	"163.22463798531"	"0.140682056663169"	"198.697796432319"
"10"	"¶ø"	"52.0404716981132"	"493.606509433962"	"473.649622641509"	"8.18688679245283"	"139.438301886792"	"0.111698113207547"	"56.9150943396226"
"11"	"≥ª"	"117.835961665565"	"1170.61042300066"	"474.403060145406"	"8.51479841374752"	"150.403575677462"	"0.133740912095175"	"115.727032385988"
"12"	"Ÿı"	"132.417870967742"	"1225.92696774194"	"458.558387096774"	"8.06064516129032"	"149.335806451613"	"0.124064516129032"	"104.554838709677"
"13"	"∑À"	"130.070034843206"	"1118.96527293844"	"457.6668757259"	"8.52204413472706"	"160.608385598142"	"0.137607433217189"	"130.855981416957"
"14"	"ºÊ"	"99.5115136476427"	"1261.2711662531"	"451.718362282878"	"7.40657568238213"	"138.823622828784"	"0.12893300248139"	"112.521091811414"
"15"	"§Ù"	"186.212675649663"	"1002.08181905679"	"460.632204042348"	"7.96807507218479"	"157.167930702599"	"0.131819056785371"	"173.799807507218"
"16"	"©W"	"283.335022026432"	"1254.1051835536"	"456.599280469897"	"8.91772393538913"	"175.083612334802"	"0.145124816446402"	"255.234948604993"
"17"	"±T"	"128.782490196078"	"976.309764705882"	"459.845431372549"	"8.05796078431372"	"141.570843137255"	"0.141509803921569"	"137.011764705882"
"18"	"Ær"	"115.932059496568"	"1076.28375286041"	"452.531876430206"	"8.48549199084668"	"139.946704805492"	"0.130320366132723"	"116.716247139588"
"19"	"®¶"	"429.231090909091"	"1705.62418181818"	"446.459636363636"	"12.2638181818182"	"327.515454545455"	"0.208545454545455"	"419.454545454545"
"20"	"ÆH"	"103.138585247884"	"1115.69623337364"	"452.922636033857"	"8.02260580411125"	"142.346191051995"	"0.128113663845224"	"102.325876662636"
"21"	"·Y"	"32.7658"	"620.18764"	"445.15824"	"7.7764"	"134.27716"	"0.12284"	"39.432"
