FID	place_name	category1	dem_MEAN	fac_MEAN	distance_MEAN	gradient_MEAN	relief_MEAN	roughness_MEAN	DEM_RANGE
5781	坑內	坑	113.97 	244.21 	287.14 	11.42 	140.32 	0.18 	97
36835	坑內	坑	113.97 	19.91 	773.59 	28.30 	31.85 	0.01 	97
15709	苧子坑	坑	113.99 	128.83 	305.32 	1.21 	425.29 	0.05 	116
15103	南勢坑	坑	114.00 	50.47 	477.93 	9.59 	19.35 	0.01 	131
1031	阿泉坑	坑	114.14 	630.03 	402.59 	8.32 	60.90 	0.17 	342
11279	鬼仔坑	坑	114.14 	32.36 	629.77 	0.96 	589.81 	0.01 	340
5776	中坑口	坑	114.17 	40.83 	632.71 	2.39 	45.81 	0.03 	97
36827	中坑口	坑	114.17 	174.65 	505.19 	0.54 	16.25 	0.02 	97
21800	番仔坑	坑	114.29 	35.90 	628.97 	0.33 	193.23 	0.19 	128
36028	石古坑	坑	114.29 	182.97 	334.30 	1.37 	23.82 	0.02 	113
21769	新打鐵坑	坑	114.35 	115.22 	329.34 	29.01 	169.75 	0.51 	170
20782	番子坑	坑	114.37 	62.03 	1251.24 	9.85 	5.16 	0.29 	131
38946	殺人坑	坑	114.59 	105.69 	315.49 	2.39 	33.80 	0.01 	80
24101	石仔坑	坑	114.83 	24.58 	239.00 	6.19 	90.28 	0.21 	165
33475	南勢坑	坑	115.15 	27.44 	277.15 	0.50 	107.44 	0.07 	79
10245	斧頭坑	坑	115.30 	352.64 	482.74 	18.03 	499.26 	0.02 	140
16632	雙坑	坑	115.30 	547.87 	177.56 	34.67 	616.92 	0.14 	142
8857	北勢坑	坑	115.37 	30.42 	850.30 	17.61 	168.07 	0.05 	232
8862	北勢坑段	坑	115.37 	65.19 	520.54 	0.53 	63.57 	0.24 	232
10329	北坑	坑	115.75 	37.89 	1042.23 	6.20 	154.15 	0.01 	152
30481	鹿仔坑	坑	116.39 	13.55 	170.55 	1.01 	101.48 	0.10 	128
19903	牛角坑	坑	116.41 	1348.26 	696.55 	0.59 	21.94 	0.31 	160
36583	鹿仔坑	坑	116.73 	256.07 	218.35 	24.45 	4.38 	0.60 	128
10476	石坑子	坑	116.92 	103.18 	262.51 	24.44 	310.97 	0.41 	165
39524	石坑仔	坑	116.92 	1025.87 	364.02 	8.35 	46.20 	0.41 	165
7631	四腳亭坑	坑	117.16 	2191.88 	735.65 	17.77 	261.91 	0.27 	184
26392	萬源一坑	坑	117.24 	23.69 	516.53 	6.02 	7.47 	0.02 	159
20307	大坑	坑	117.37 	1365.58 	340.51 	1.15 	19.80 	0.02 	203
2860	新興坑	坑	117.39 	35.36 	1057.93 	10.16 	144.40 	0.15 	157
25925	庚寮坑	坑	117.88 	21.25 	225.79 	0.50 	63.12 	0.01 	120
1254	大坑口	坑	118.00 	1333.94 	208.29 	0.83 	6.09 	0.15 	27
17199	興化二坑	坑	118.14 	1425.09 	394.58 	0.49 	13.52 	0.01 	247
31699	豬母乳坑	坑	118.45 	103.24 	373.71 	5.80 	45.08 	0.31 	149
34879	麻園坑	坑	118.61 	18406.76 	375.23 	3.72 	145.34 	0.05 	144
5770	坑內頭	坑	118.67 	115.11 	289.57 	11.92 	142.21 	0.18 	115
36821	坑內頭	坑	118.67 	31.40 	430.66 	23.12 	69.60 	0.18 	115
13343	仔興坑	坑	118.86 	234.96 	273.21 	30.73 	14.84 	0.07 	123
9812	小份坑	坑	118.86 	31.89 	510.90 	0.99 	11.31 	0.10 	140
14846	六坑口	坑	119.27 	6.24 	451.25 	0.75 	19.62 	0.01 	435
1496	八股坑	坑	119.28 	906.37 	136.67 	1.43 	24.45 	0.02 	158
37722	烘內坑	坑	119.32 	35.34 	398.95 	1.58 	57.08 	0.05 	260
13408	牛欄貢坑	坑	119.56 	385.18 	512.97 	0.43 	5.08 	0.01 	165
13409	牛欄貢坑	坑	119.57 	14.91 	846.92 	28.99 	171.74 	0.47 	174
36375	鬼仔坑	坑	120.03 	731.86 	545.04 	1.97 	10.51 	0.02 	24
10811	阿勢坑	坑	120.04 	7570.95 	459.25 	19.89 	117.21 	0.31 	235
10159	北勢坑	坑	120.30 	30.19 	525.86 	15.75 	124.74 	0.25 	108
32865	雲廣坑	坑	120.53 	5629.35 	492.04 	1.13 	8.80 	0.02 	127
24315	番子坑	坑	120.55 	214.89 	352.48 	2.07 	558.07 	0.26 	164
13112	內坑	坑	120.75 	1449.65 	526.90 	1.00 	376.71 	0.08 	172
14894	田仔坑	坑	120.85 	16.32 	754.70 	14.48 	25.66 	0.12 	131
31200	檨仔坑	坑	120.87 	117.34 	588.15 	12.75 	179.61 	0.38 	161
24477	直坑	坑	120.92 	37.35 	356.11 	1.96 	20.49 	0.03 	112
33422	頭板坑	坑	121.25 	1083.58 	319.00 	7.07 	19.01 	0.02 	66
15254	枋寮坑	坑	121.50 	505.85 	530.67 	14.32 	19.37 	0.01 	191
10832	坑底	坑	121.60 	39.66 	1083.46 	14.77 	20.04 	0.23 	224
36220	坑口	坑	121.63 	84.79 	380.18 	0.33 	121.95 	0.12 	87
14994	六一坑	坑	121.88 	26.31 	289.06 	1.07 	4.22 	0.09 	325
41821	五一坑	坑	121.88 	181.33 	319.34 	1.73 	326.86 	0.02 	325
10823	青林坑	坑	121.94 	92.85 	289.19 	12.81 	151.36 	0.09 	230
32890	菁礐坑	坑	121.94 	65.15 	379.73 	19.81 	10.04 	0.01 	230
28409	坑仔底	坑	122.25 	1576.33 	430.72 	3.83 	6.87 	0.04 	168
37491	月眉坑	坑	122.62 	2909.77 	540.76 	26.52 	6.43 	0.01 	200
1086	福德坑	坑	122.66 	34.91 	785.40 	1.56 	27.04 	0.02 	241
921	雙坑仔口	坑	122.78 	694.10 	215.16 	2.44 	23.00 	0.23 	287
9394	八斗坑內	坑	122.90 	33.18 	512.08 	2.92 	15.15 	0.03 	345
29869	互益二坑	坑	122.91 	1478.78 	218.66 	35.66 	225.66 	0.65 	248
12685	小北坑	坑	122.95 	311.02 	258.79 	16.55 	29.93 	0.00 	168
33415	萊仔坑	坑	123.77 	158.92 	592.46 	0.86 	65.39 	0.02 	263
29865	三界公坑	坑	123.86 	253.44 	564.62 	5.98 	70.93 	0.16 	151
3354	燥坑	坑	123.90 	23.45 	615.71 	2.07 	17.89 	0.03 	108
18418	萊子坑	坑	124.04 	760.46 	293.89 	20.40 	363.41 	0.07 	273
10081	羊寮坑	坑	124.16 	1269.37 	948.33 	18.95 	18.12 	0.29 	160
20257	中坑	坑	124.27 	1123.98 	298.31 	7.33 	13.66 	0.01 	205
11075	洗衫坑	坑	124.39 	27.56 	908.47 	9.19 	93.97 	0.13 	102
6664	粗坑仔	坑	124.60 	255.64 	152.20 	2.47 	121.18 	0.04 	133
24517	十寮坑	坑	124.61 	9110.35 	356.81 	1.40 	466.45 	0.08 	191
31218	坑內	坑	124.94 	101.15 	780.75 	16.71 	135.95 	0.13 	176
11389	紙寮坑	坑	125.17 	1660.02 	351.52 	1.81 	116.96 	0.03 	126
25424	坑內	坑	125.32 	47.30 	478.32 	1.20 	195.91 	0.24 	196
34851	新坑	坑	125.39 	32.25 	330.85 	1.73 	748.82 	0.46 	132
39732	六坑	坑	125.43 	18699.41 	336.91 	12.24 	5.25 	0.24 	456
25954	十寮坑口	坑	125.44 	112.71 	501.70 	1.62 	8.33 	0.08 	199
3664	蓋淡坑	坑	125.58 	317.42 	396.70 	18.07 	658.48 	0.02 	296
4470	公館坑	坑	125.85 	46.85 	562.04 	7.71 	7.97 	0.01 	336
29841	楓仔林坑	坑	125.85 	179.13 	350.35 	7.59 	27.26 	0.03 	190
817	一坑	坑	126.12 	47.01 	1158.69 	3.83 	15.14 	0.32 	360
24217	上大坑口	坑	126.14 	2124.22 	250.13 	7.04 	6.60 	0.17 	177
14560	坑仔科	坑	126.46 	427.84 	225.62 	11.05 	578.26 	0.13 	115
7118	坑尾仔	坑	126.51 	29.31 	233.77 	3.63 	331.84 	0.01 	154
36748	坑尾仔	坑	126.51 	87.49 	575.43 	0.97 	490.43 	0.01 	154
36280	坑頭厝	坑	126.56 	56.90 	592.41 	7.52 	26.03 	0.01 	113
11519	深坑	坑	126.87 	192.84 	681.07 	0.75 	227.55 	0.01 	116
11711	社寮坑口	坑	126.90 	14621.70 	546.29 	16.54 	11.99 	0.01 	213
2863	貓羅坑	坑	126.98 	107.67 	377.97 	0.39 	6.23 	0.02 	180
37507	大坵園坑	坑	127.33 	123.85 	400.62 	5.06 	21.45 	0.11 	202
25995	文秀坑	坑	127.36 	53.85 	397.07 	0.53 	26.59 	0.82 	239
24453	梗腳坑	坑	127.76 	794.49 	598.86 	1.10 	98.42 	0.02 	335
10728	沙坑仔	坑	127.81 	1983.74 	1367.52 	32.70 	12.08 	0.21 	116
6440	砂坑仔	坑	128.47 	2620.98 	325.62 	14.57 	298.80 	0.38 	116
22786	咬人坑	坑	128.74 	47.81 	789.26 	1.10 	21.61 	0.31 	114
17341	磨橋坑新村	坑	128.87 	246.84 	339.11 	1.51 	250.19 	0.06 	154
2786	茶仔興坑	坑	129.00 	12.11 	2012.90 	14.76 	150.66 	0.21 	126
21549	小坑	坑	129.01 	10161.20 	260.34 	4.53 	202.26 	0.02 	288
35953	坑內	坑	129.21 	94.99 	536.97 	22.93 	4.07 	0.02 	155
27987	坑仔內	坑	130.29 	974.30 	400.41 	0.62 	144.07 	0.04 	260
33407	坑內	坑	130.30 	16.39 	405.31 	1.64 	76.47 	0.01 	91
29809	小坑口	坑	130.35 	54.57 	789.55 	0.63 	28.46 	0.09 	317
12398	藤寮坑	坑	130.73 	6.31 	323.07 	0.30 	3.62 	0.57 	268
12399	藤寮坑	坑	130.73 	28.37 	515.59 	19.38 	49.55 	0.02 	268
36556	北坑	坑	130.95 	2989.81 	191.49 	0.81 	492.20 	0.45 	122
36391	坑口	坑	131.15 	4548.73 	776.20 	28.46 	59.97 	0.38 	204
25431	小坑仔	坑	131.28 	1828.03 	369.76 	9.58 	5.18 	0.12 	137
10331	北坑仔	坑	131.36 	1400.91 	231.66 	10.02 	4.99 	0.02 	122
36309	內坑	坑	131.62 	29.77 	844.05 	18.06 	91.87 	0.01 	129
4474	磅坑口	坑	131.86 	77.32 	340.74 	5.12 	87.37 	0.07 	62
34383	坑仔內	坑	131.92 	159.99 	231.14 	1.11 	178.33 	0.00 	219
7918	蚊子坑	坑	132.05 	422.10 	397.62 	18.41 	15.16 	0.20 	354
20457	下粗坑	坑	132.13 	12200.08 	411.76 	8.85 	96.78 	0.01 	312
12143	橫窠坑	坑	132.39 	13.44 	515.05 	1.93 	143.90 	0.01 	224
15621	見腳坑	坑	132.53 	3954.86 	252.83 	2.32 	55.48 	0.03 	335
19983	社後坑大坵田下	坑	132.56 	23.63 	385.84 	0.48 	50.84 	0.10 	140
18980	蚊子坑	坑	132.63 	32.60 	790.54 	11.82 	47.47 	0.27 	265
31581	統嶺坑	坑	132.95 	101.98 	555.13 	0.52 	7.18 	0.01 	170
6978	坑尾	坑	133.05 	274.81 	453.22 	0.77 	565.67 	0.02 	251
32874	曾仔坑	坑	133.09 	24.51 	350.89 	0.80 	8.91 	0.01 	260
15102	南勢坑	坑	133.19 	991.61 	289.84 	0.71 	148.02 	0.01 	167
10650	旱坑	坑	133.19 	73.39 	603.28 	25.90 	10.46 	0.19 	181
24277	上南勢坑	坑	133.60 	6408.46 	377.23 	0.79 	7.63 	0.02 	170
27995	武丹坑	坑	133.78 	28.75 	542.79 	1.57 	159.48 	0.02 	230
34318	遠望坑	坑	133.81 	16.74 	873.72 	9.14 	619.30 	0.01 	303
34386	遠望坑	坑	133.81 	109.92 	273.61 	0.93 	11.23 	0.03 	303
29790	深坑	坑	133.95 	107.30 	388.95 	1.39 	201.19 	0.01 	269
3023	淋漓坑	坑	133.98 	40.14 	673.68 	1.49 	10.78 	0.02 	264
27109	大坑	坑	134.07 	486.61 	286.67 	0.72 	291.02 	0.01 	269
27186	大坑	坑	134.07 	19.71 	546.06 	1.85 	130.82 	0.05 	269
7117	坑仔內	坑	134.08 	299.29 	540.56 	1.21 	18.67 	0.03 	222
7221	坑仔內	坑	134.08 	1208.21 	726.38 	1.71 	42.56 	0.02 	222
36719	坑仔內	坑	134.08 	53.10 	557.35 	12.53 	7.31 	0.03 	222
36747	坑仔內	坑	134.08 	426.95 	827.48 	1.24 	25.04 	0.02 	222
6531	土人坑	坑	134.52 	48.14 	518.57 	22.17 	94.31 	0.01 	236
36541	北坑	坑	134.61 	505.93 	555.14 	0.49 	104.75 	0.10 	122
10478	石坑仔	坑	134.96 	3700.42 	360.76 	0.98 	139.34 	0.01 	122
13721	出磺坑	坑	135.03 	42.89 	1052.68 	17.08 	82.84 	0.02 	60
23964	八斗坑內政	坑	135.46 	4883.14 	494.64 	0.61 	11.55 	0.10 	345
3988	社厝坑	坑	135.51 	756.45 	389.22 	1.62 	28.48 	0.02 	143
6520	井仔坑	坑	135.85 	19.74 	803.29 	2.09 	7.97 	0.01 	249
7654	大窠坑	坑	135.98 	1138.52 	1087.05 	3.22 	15.47 	0.43 	223
13034	三坑	坑	136.25 	243.81 	790.77 	1.74 	40.45 	0.10 	67
13593	外坑	坑	136.60 	25.35 	297.18 	0.61 	3.62 	0.09 	152
37536	松柏坑	坑	136.62 	3177.06 	652.12 	7.99 	11.78 	0.12 	261
8713	鯉魚坑	坑	136.63 	1398.20 	225.03 	9.23 	72.59 	0.11 	270
2320	十四坑	坑	136.87 	141.87 	395.13 	19.32 	279.64 	0.31 	291
37550	大樹坑	坑	138.11 	1404.44 	411.22 	1.47 	10.03 	0.05 	283
17467	模仔坑	坑	138.81 	51.60 	340.85 	1.85 	237.39 	0.34 	191
2779	竹興坑	坑	138.91 	37.22 	667.54 	12.88 	136.39 	0.19 	141
2787	林厝坑	坑	138.93 	12.81 	2048.46 	15.95 	152.96 	0.23 	127
31583	風空仔、風坑仔	坑	139.09 	41.58 	524.87 	16.75 	330.66 	0.02 	240
2823	猴坑	坑	139.10 	2292.94 	417.92 	5.13 	111.04 	0.08 	169
7685	大窠坑	坑	139.14 	2.76 	350.77 	1.43 	170.89 	0.01 	219
36413	大坑	坑	139.52 	1283.12 	547.56 	1.16 	151.79 	0.01 	153
23372	楓仔坑	坑	139.78 	320.18 	333.76 	34.77 	197.90 	0.02 	194
18770	粗坑	坑	140.27 	201.96 	378.65 	1.31 	145.73 	0.16 	323
9083	柯子坑	坑	140.27 	3060.63 	314.88 	0.93 	92.59 	0.00 	60
27194	南坑	坑	140.28 	43.61 	305.83 	9.11 	29.11 	0.16 	231
27593	大芋桶坑	坑	141.14 	3030.92 	694.00 	1.15 	6.50 	0.01 	100
39273	石灰坑	坑	141.32 	245.64 	319.74 	0.88 	105.27 	0.04 	313
27350	柯仔坑	坑	141.39 	710.52 	202.82 	1.09 	378.01 	0.02 	63
34278	大厝坑	坑	141.50 	32.13 	418.91 	0.64 	20.10 	0.25 	275
29838	長道坑	坑	141.71 	40.84 	1564.86 	0.47 	75.97 	0.01 	170
18648	普濟坑	坑	141.74 	224.60 	515.74 	9.58 	6.80 	0.33 	102
18950	荊桐坑	坑	141.86 	23.31 	918.41 	19.70 	42.77 	0.28 	398
927	坑頭	坑	141.88 	81.87 	607.81 	3.15 	109.68 	0.01 	323
6309	羊稠坑	坑	142.03 	26.62 	979.05 	10.99 	143.10 	0.17 	152
19567	姜子坑柵	坑	142.09 	227.33 	902.59 	1.61 	529.80 	0.27 	179
8238	大坑	坑	142.39 	236.04 	410.45 	0.96 	8.68 	0.01 	394
32910	下坑	坑	142.76 	2250.07 	229.28 	1.10 	57.29 	0.02 	250
12494	甕仔坑	坑	142.83 	124.27 	361.46 	37.24 	28.94 	0.24 	193
6265	砂坑尾	坑	143.03 	56.44 	318.70 	15.02 	172.57 	0.01 	121
10894	油車坑	坑	143.14 	283.28 	398.26 	0.45 	69.25 	0.35 	122
7855	南勢坑	坑	143.63 	18.22 	1005.70 	16.16 	260.08 	0.26 	359
9951	內藤寮坑	坑	143.81 	748.41 	1154.49 	19.83 	124.30 	0.31 	294
9952	內藤寮坑	坑	143.81 	303.48 	198.33 	26.63 	75.74 	0.43 	294
9953	內藤寮坑	坑	143.81 	239.99 	1243.86 	8.44 	289.45 	0.01 	294
9680	牛稠坑	坑	143.92 	33.12 	568.72 	27.12 	450.93 	0.15 	183
13941	南風寮坑	坑	144.25 	1561.66 	871.79 	0.83 	55.48 	0.01 	189
8716	灰窯坑	坑	144.91 	86.13 	335.40 	15.35 	171.12 	0.24 	232
34870	深坑	坑	145.02 	6944.68 	354.46 	9.99 	252.94 	0.14 	180
6431	中坑	坑	145.09 	25.46 	430.60 	14.21 	654.77 	0.22 	138
29836	羊稠坑	坑	145.39 	763.96 	962.39 	1.83 	7.75 	0.09 	146
2520	虎仔坑	坑	145.42 	212.59 	225.35 	2.68 	96.57 	0.04 	60
10892	油車坑	坑	145.46 	190.96 	247.40 	19.56 	280.45 	0.31 	301
3136	十四坑	坑	145.69 	2092.45 	322.11 	0.79 	7.27 	0.01 	286
8888	粗坑頭	坑	146.12 	60.10 	291.97 	9.72 	254.74 	0.02 	268
6250	後面坑	坑	146.29 	20.64 	941.79 	13.86 	150.02 	0.21 	147
37546	茄苳坑	坑	146.67 	46.27 	245.78 	1.40 	12.55 	0.01 	283
7896	內文秀坑	坑	147.41 	1365.29 	375.96 	19.49 	399.57 	0.33 	248
5081	土地公坑	坑	147.54 	95.30 	557.55 	11.75 	136.87 	0.18 	137
25398	番仔坑	坑	147.60 	828.58 	653.33 	24.88 	7.68 	0.01 	161
1244	大坑路仔	坑	147.65 	49.38 	379.44 	2.04 	53.74 	0.01 	140
10356	安坑	坑	147.78 	147.49 	394.11 	13.82 	231.12 	0.22 	299
26038	蕭厝坑	坑	147.81 	73.56 	416.04 	8.64 	89.66 	0.01 	238
27844	牛寮坑	坑	147.82 	26.25 	151.57 	0.49 	6.54 	0.01 	351
2744	南北坑	坑	147.98 	44.53 	522.19 	25.83 	650.28 	0.43 	526
32925	紙坑	坑	148.44 	30.27 	533.53 	4.52 	106.99 	0.01 	312
9371	大沙坑	坑	148.99 	25.00 	501.98 	25.74 	54.04 	0.07 	136
7242	檨仔坑	坑	149.22 	19.36 	719.86 	12.75 	94.83 	0.19 	191
36742	檨仔坑	坑	149.22 	551.65 	247.03 	16.67 	30.58 	0.20 	191
1797	十二分坑	坑	149.35 	2249.54 	191.41 	2.39 	166.69 	0.04 	280
6382	營盤坑	坑	149.56 	35.82 	658.71 	26.01 	277.45 	0.42 	129
25420	壟鉤坑	坑	149.64 	128.86 	121.65 	6.62 	8.46 	0.02 	198
26167	高橋坑	坑	149.67 	173.53 	328.90 	0.75 	4.77 	0.18 	174
1044	大坑	坑	149.68 	58.96 	256.78 	0.86 	5.57 	0.19 	305
10605	兔子坑	坑	149.78 	3512.65 	339.07 	19.44 	150.50 	0.55 	208
39578	南打鐵坑	坑	149.85 	301.64 	297.99 	16.36 	4.94 	0.56 	196
12493	甕仔坑	坑	150.52 	16.54 	808.49 	12.38 	226.68 	0.01 	155
39274	石灰坑莊	坑	150.54 	167.70 	382.90 	12.04 	26.38 	0.01 	331
27193	北坑	坑	150.60 	52.77 	750.35 	1.22 	342.39 	0.01 	236
18067	獅子坑	坑	150.62 	85.26 	331.22 	16.98 	20.48 	0.01 	230
3256	福興坑	坑	150.69 	25.68 	532.97 	26.60 	15.44 	0.34 	168
10294	四季坑	坑	151.09 	444.52 	699.97 	0.56 	295.33 	0.01 	118
7653	新寮坑	坑	151.10 	1848.24 	920.98 	8.86 	20.20 	0.27 	219
39265	橫坑仔	坑	151.12 	770.34 	287.50 	0.53 	9.36 	0.03 	309
6319	虎豹坑	坑	151.55 	74.89 	421.49 	16.68 	150.75 	0.25 	133
39537	石頭坑	坑	151.93 	45.47 	702.08 	18.80 	600.98 	0.12 	152
36100	番仔坑	坑	152.09 	16.68 	266.40 	12.32 	10.12 	0.01 	101
11289	啞口坑	坑	152.54 	6017.08 	214.26 	2.76 	204.88 	0.12 	208
18073	獅頭坑	坑	152.64 	33.08 	397.70 	2.01 	494.08 	0.37 	230
15369	田寮坑	坑	152.83 	694.55 	334.96 	10.74 	11.23 	0.01 	196
15492	田寮坑	坑	152.83 	56.13 	841.87 	1.90 	396.44 	0.18 	196
29566	?寮坑	坑	152.90 	46.28 	745.20 	0.91 	9.68 	0.08 	182
37544	南投坑	坑	152.95 	2760.40 	470.98 	5.14 	109.38 	0.02 	318
3030	長道坑庄	坑	153.01 	80.96 	373.77 	17.04 	171.29 	0.26 	176
21596	五股坑	坑	153.03 	10791.73 	721.36 	2.11 	330.49 	0.40 	204
37537	坑內坑	坑	153.07 	634.94 	322.49 	29.00 	544.38 	0.02 	283
36564	洽坑	坑	153.52 	57.54 	829.76 	13.13 	18.31 	0.03 	117
31642	大坑裡	坑	153.84 	6374.85 	222.77 	2.16 	138.68 	0.07 	293
37556	芋仔坑	坑	153.86 	55.92 	255.42 	5.03 	4.35 	0.01 	334
26041	社后坑	坑	154.07 	124.48 	179.89 	3.95 	18.03 	0.01 	215
19969	?坑仔	坑	154.23 	2002.86 	247.71 	1.74 	132.24 	0.23 	120
8183	粗坑	坑	154.36 	659.21 	629.39 	0.63 	159.19 	0.25 	356
17746	榕樹下坑	坑	154.57 	73.60 	359.38 	4.93 	244.64 	0.20 	192
6532	錦安坑	坑	154.95 	4907.33 	350.82 	29.07 	224.88 	0.16 	243
27279	過坑仔	坑	155.08 	2233.97 	262.36 	21.22 	5.06 	0.01 	90
39718	媽祖坑	坑	155.09 	17.87 	1260.99 	1.02 	8.12 	0.02 	288
10606	兔子坑	坑	155.13 	17.41 	330.11 	1.77 	41.92 	0.02 	183
40448	二寮坑	坑	155.26 	24.42 	780.93 	8.66 	122.48 	0.01 	317
8357	檨仔坑	坑	155.34 	517.67 	314.46 	0.95 	11.37 	0.02 	134
7408	金坑	坑	155.59 	46.54 	332.08 	13.32 	5.54 	0.02 	307
35709	金坑	坑	155.59 	25.90 	697.87 	9.27 	349.79 	0.41 	307
26128	下橫坑	坑	155.96 	42.53 	220.50 	17.47 	18.64 	0.20 	207
25369	梁厝坑	坑	155.99 	60.23 	272.81 	18.27 	15.96 	0.01 	210
33515	打鐵坑	坑	156.00 	30.55 	785.76 	23.11 	133.27 	0.08 	169
37783	打鐵坑	坑	156.00 	87.09 	332.23 	1.22 	294.72 	0.01 	169
26077	新路坑	坑	156.07 	187.24 	733.15 	0.80 	169.47 	0.23 	142
13765	甘井坑	坑	156.24 	34.50 	207.05 	1.21 	24.32 	0.01 	176
2992	樟普坑	坑	156.37 	981.79 	312.30 	1.37 	18.72 	0.02 	223
2564	過坑仔	坑	156.41 	23.61 	697.60 	14.89 	364.15 	0.25 	98
22762	南勢坑	坑	156.74 	40.53 	479.85 	29.39 	6.89 	0.38 	126
40349	娘仔坑	坑	157.19 	136.95 	409.47 	0.94 	197.26 	0.01 	221
1791	蜈蚣坑	坑	157.67 	16.92 	693.63 	17.55 	266.61 	0.26 	286
23973	粗坑	坑	158.06 	1804.09 	480.92 	1.51 	12.30 	0.01 	349
6641	石仔坑	坑	158.08 	29.67 	257.58 	0.63 	117.98 	0.01 	148
25409	阿宗坑	坑	158.47 	154.49 	423.33 	18.44 	9.08 	0.01 	205
17458	檨子坑	坑	158.58 	43.27 	234.27 	0.74 	10.79 	0.01 	133
15208	竹子林坑	坑	159.02 	103.18 	375.10 	1.17 	129.92 	0.45 	205
25448	竹仔林坑	坑	159.02 	1220.11 	491.45 	12.56 	98.92 	0.02 	205
7758	小坑	坑	159.08 	55.26 	591.87 	3.72 	6.88 	0.08 	416
33837	石坑子	坑	159.27 	90.64 	604.44 	18.83 	28.05 	0.05 	395
28346	大芎坑	坑	159.43 	126.37 	537.56 	0.47 	11.61 	0.39 	128
19968	?坑	坑	159.55 	132.69 	275.93 	1.20 	171.65 	0.39 	215
12678	小丁子蘭坑	坑	159.98 	45.17 	393.06 	14.35 	159.07 	0.01 	312
19911	三洽坑	坑	160.08 	223.18 	519.14 	1.96 	37.15 	0.01 	254
31311	大高坑	坑	160.29 	76.10 	339.75 	7.72 	120.62 	0.34 	306
11521	深坑子	坑	160.40 	405.91 	241.74 	0.88 	152.26 	0.01 	328
10641	坑仔內	坑	160.49 	389.16 	832.75 	4.62 	11.11 	0.19 	321
40785	冉碑坑	坑	160.91 	14.15 	349.03 	1.86 	23.32 	0.02 	357
40032	竹子坑	坑	161.50 	923.76 	725.94 	0.49 	378.15 	0.01 	119
2782	望春坑	坑	161.84 	2130.70 	445.20 	7.09 	121.66 	0.10 	162
3446	十八份坑	坑	161.95 	130.60 	325.71 	3.08 	73.32 	0.05 	202
5279	石坑	坑	161.97 	156.87 	163.34 	9.34 	142.83 	0.15 	124
12697	小坑子頭	坑	162.08 	206.66 	328.69 	13.37 	7.26 	0.01 	142
32856	小坑仔頭	坑	162.08 	34.92 	765.34 	3.34 	89.79 	0.02 	142
7797	小坑	坑	162.21 	187.00 	621.13 	1.02 	152.54 	0.14 	218
30461	大旱坑	坑	162.58 	17015.45 	208.19 	4.18 	17.17 	0.03 	176
6368	龍眼坑	坑	162.87 	10.69 	386.17 	0.59 	166.80 	0.01 	114
19694	芭樂坑	坑	163.17 	3541.53 	726.63 	15.24 	633.96 	0.02 	241
12698	小坑庄	坑	163.57 	110.98 	807.36 	14.16 	41.80 	0.04 	404
32919	竹寮坑	坑	163.57 	56.46 	729.60 	18.01 	51.64 	0.01 	271
25418	五坑	坑	163.64 	8977.57 	424.88 	0.98 	332.17 	0.01 	289
6519	竹仔坑	坑	163.71 	58.34 	587.51 	16.06 	97.32 	0.03 	256
16651	雞爪坑	坑	164.09 	16.80 	510.47 	1.16 	10.65 	0.02 	187
36410	劉厝坑	坑	164.43 	141.40 	483.48 	21.85 	127.15 	0.37 	149
17086	貓仔坑內	坑	164.59 	584.19 	328.12 	16.99 	24.23 	0.26 	296
29460	貓仔坑內	坑	164.59 	284.62 	187.91 	1.46 	11.89 	0.01 	296
14124	百二坑	坑	164.69 	48.32 	289.40 	16.40 	71.61 	0.01 	116
33469	狗屎坑	坑	164.69 	403.11 	495.79 	3.18 	185.58 	0.13 	116
16449	鐵管坑	坑	164.75 	23.97 	826.29 	22.04 	481.82 	0.12 	237
1043	吊硞坑	坑	164.75 	33.05 	309.94 	26.08 	9.89 	0.01 	331
7677	錢厝坑	坑	165.04 	178.22 	285.49 	1.88 	233.46 	0.02 	195
3753	冷飯坑	坑	165.09 	436.62 	198.37 	5.71 	122.56 	0.09 	371
6851	粗坑	坑	165.30 	226.57 	365.50 	8.36 	4.10 	0.13 	336
4031	員林坑	坑	165.51 	94.84 	286.86 	13.53 	143.33 	0.21 	149
22701	竹子坑	坑	165.65 	48.87 	585.40 	2.40 	580.25 	0.04 	181
25434	桔仔坑	坑	165.85 	45.47 	372.89 	1.41 	26.56 	0.14 	193
20231	番子坑	坑	165.88 	81.84 	437.34 	16.49 	3.66 	0.29 	317
9257	七番坑	坑	166.39 	517.97 	470.48 	10.85 	70.78 	0.22 	458
2993	柴坑	坑	166.50 	93.21 	841.15 	1.01 	49.68 	0.01 	209
3006	柴坑	坑	166.50 	17.08 	483.57 	0.79 	580.65 	0.11 	209
12696	小坑子頭	坑	166.68 	24.82 	325.47 	2.00 	7.75 	0.07 	132
4098	王公坑	坑	166.74 	18.48 	1138.70 	1.01 	13.38 	0.01 	161
25974	光華坑	坑	166.90 	36.39 	961.58 	0.97 	405.46 	0.48 	124
2884	豬母乳坑	坑	167.15 	181.41 	1866.15 	0.59 	6.57 	0.02 	166
32407	下坑尾	坑	167.15 	329.32 	349.83 	0.81 	557.76 	0.03 	106
20499	石公坑	坑	167.34 	58.01 	596.64 	15.63 	248.89 	0.27 	295
