FID	place_name	category1	DEM_RANGE	DEM_MEAN	HDIS_MIN	HDIS_MEAN	FAC_MEAN	GRA_MEAN	RELIEF_MEAN	ROUGHNESS_MEAN	VDIS_MIN_	VDIS_MEAN
34980	¤º©³®H	®H	33.0 	44.7 	0.0 	330.7 	40.5 	2.6 	27.4 	0.0 	0.0 	15.0 
34993	¤T©m®H	®H	21.0 	19.1 	0.0 	277.3 	124.2 	2.4 	19.3 	0.0 	0.0 	6.6 
35022	¤U®H	®H	15.0 	22.8 	0.0 	190.1 	544.0 	2.1 	15.5 	0.0 	0.0 	4.8 
35023	¤W®H	®H	12.0 	25.5 	0.0 	198.0 	102.9 	1.7 	12.8 	0.0 	0.0 	6.1 
35030	¤U®H	®H	14.0 	14.7 	0.0 	200.4 	7593.4 	1.9 	27.3 	0.0 	0.0 	5.0 
35036	µ×®H¥J	®H	7.0 	16.4 	0.0 	384.8 	71.4 	0.9 	8.9 	0.0 	1.0 	6.1 
35075	¤j®H¶é	®H	9.0 	22.6 	0.0 	238.0 	46.7 	1.2 	26.1 	0.0 	0.0 	2.7 
35097	¥[ÓÂ®H	®H	8.0 	66.6 	0.0 	120.4 	229.7 	1.1 	8.1 	0.0 	0.0 	2.6 
35129	«C®H	®H	19.0 	13.0 	0.0 	378.2 	370.7 	2.2 	14.9 	0.0 	0.0 	1.9 
35139	µf¥J®H	®H	8.0 	24.2 	304.6 	578.7 	23.7 	1.0 	8.4 	0.0 	0.0 	3.8 
35143	¤û®H	®H	9.0 	18.1 	0.0 	357.8 	72.5 	1.4 	8.9 	0.0 	0.0 	2.7 
35144	¤º®H	®H	5.0 	23.5 	160.0 	619.9 	24.2 	1.0 	5.8 	0.0 	0.0 	3.3 
35183	®H¨¤	®H	9.0 	11.0 	178.9 	495.4 	33.6 	0.9 	8.8 	0.0 	0.0 	2.4 
35209	¥~®HÉÜ	®H	12.0 	16.1 	144.2 	566.5 	15.4 	1.3 	11.0 	0.0 	0.0 	2.1 
35210	¤¤®HÉÜ	®H	9.0 	13.5 	0.0 	440.4 	44.6 	1.5 	14.1 	0.0 	0.0 	2.2 
35221	¦Ì¯»®H	®H	20.0 	14.6 	0.0 	325.8 	515.8 	2.2 	18.1 	0.0 	0.0 	10.0 
35223	¤j¥­®H	®H	4.0 	17.2 	576.9 	906.4 	8.0 	0.5 	6.7 	0.0 	3.0 	7.8 
35227	¤¤®H	®H	9.0 	13.5 	0.0 	440.4 	44.6 	1.5 	14.1 	0.0 	0.0 	2.2 
35228	¥~®H	®H	12.0 	16.1 	144.2 	566.5 	15.4 	1.3 	11.0 	0.0 	0.0 	2.1 
35229	¨®®H	®H	19.0 	15.7 	0.0 	383.1 	507.5 	2.0 	17.2 	0.0 	0.0 	9.7 
35255	¹L¬v®H	®H	4.0 	17.2 	576.9 	906.4 	8.0 	0.5 	6.7 	0.0 	3.0 	7.8 
35306	®H§À	®H	14.0 	6.6 	0.0 	268.2 	98.9 	1.5 	19.9 	0.0 	0.0 	0.9 
35307	¥~®H¥J	®H	8.0 	8.4 	0.0 	296.2 	954.3 	1.5 	8.8 	0.0 	0.0 	1.8 
35318	¤j´ä®H	®H	5.0 	3.6 	0.0 	250.8 	313.8 	0.7 	5.2 	0.0 	0.0 	1.3 
35321	??´ä®H	®H	5.0 	3.6 	0.0 	250.8 	313.8 	0.7 	5.2 	0.0 	0.0 	1.3 
35328	°_¤¸¤j´ä®H	®H	4.0 	2.6 	0.0 	200.8 	325.0 	0.6 	4.3 	0.0 	0.0 	1.0 
35353	·s®H	®H	56.0 	73.1 	144.2 	551.0 	26.1 	4.8 	58.6 	0.1 	2.0 	24.8 
35396	«C®H¥J	®H	11.0 	80.5 	0.0 	320.6 	1276.0 	1.3 	12.2 	0.0 	0.0 	8.2 
35418	®H¨½	®H	14.0 	442.0 	0.0 	198.7 	639.8 	1.2 	18.0 	0.0 	6.0 	16.7 
35428	¤º­T®H	®H	252.0 	521.2 	0.0 	284.9 	8401.4 	12.7 	265.4 	0.2 	0.0 	44.6 
35432	¤º­T®H	®H	271.0 	522.5 	0.0 	284.9 	8316.2 	12.9 	267.3 	0.2 	0.0 	45.5 
35433	­T®H¥Ð¥J	®H	190.0 	505.8 	0.0 	124.5 	14879.9 	9.5 	218.9 	0.2 	0.0 	19.5 
35455	ªF®H¤@¾F¤å¤Æ	®H	386.0 	1189.1 	0.0 	194.1 	259.8 	28.8 	443.5 	0.5 	0.0 	122.5 
35511	®H¨½¦Ì¯»	®H	21.0 	439.1 	0.0 	215.3 	578.2 	1.4 	18.7 	0.0 	0.0 	15.0 
35550	«n¶Õ®H§À	®H	66.0 	241.7 	200.0 	721.2 	9.2 	7.5 	72.4 	0.1 	21.0 	72.9 
35575	¥~®H	®H	117.0 	178.9 	226.3 	645.0 	11.3 	16.5 	128.4 	0.2 	16.0 	96.0 
35605	®H§À	®H	81.0 	42.5 	0.0 	395.0 	55.0 	12.1 	78.7 	0.2 	0.0 	34.9 
35613	¤U¯ó®H§À	®H	123.0 	98.7 	0.0 	358.9 	66.6 	16.5 	129.9 	0.3 	0.0 	65.1 
35628	®H§À	®H	81.0 	42.5 	0.0 	395.0 	55.0 	12.1 	78.7 	0.2 	0.0 	34.9 
35633	À¸´×®H	®H	156.0 	226.1 	0.0 	274.8 	69.4 	14.3 	209.3 	0.2 	0.0 	45.1 
35675	¤G­«®H	®H	5.0 	2.9 	509.1 	1032.2 	32.5 	0.7 	5.7 	0.0 	0.0 	1.0 
35680	«á®H¥J	®H	6.0 	3.6 	322.5 	823.6 	14.0 	0.6 	7.4 	0.0 	0.0 	1.9 
35720	¿»ªÀ®H¥J	®H	13.0 	171.7 	0.0 	348.0 	461.5 	2.1 	16.4 	0.0 	0.0 	13.4 
35730	®H¤l	®H	44.0 	54.4 	0.0 	216.1 	132.9 	3.0 	46.9 	0.0 	0.0 	10.3 
35738	¨®®H	®H	32.0 	48.1 	0.0 	398.4 	66.3 	3.7 	36.2 	0.0 	0.0 	27.5 
35742	®H§À	®H	44.0 	12.8 	126.5 	567.7 	17.3 	2.7 	36.9 	0.0 	0.0 	9.5 
35747	®H§À	®H	44.0 	12.8 	126.5 	567.7 	17.3 	2.7 	36.9 	0.0 	0.0 	9.5 
35752	Ûl¥J®H	®H	19.0 	92.7 	0.0 	180.1 	186.6 	2.3 	19.8 	0.0 	0.0 	7.7 
35827	¤j®H	®H	50.0 	72.9 	0.0 	322.0 	123.2 	3.5 	74.4 	0.1 	0.0 	22.8 
35835	²îÀY®H	®H	8.0 	5.7 	0.0 	196.9 	651.6 	0.9 	8.8 	0.0 	0.0 	3.6 
35838	±æ¼é®H	®H	11.0 	11.5 	0.0 	188.1 	648.7 	1.1 	9.9 	0.0 	0.0 	4.6 
35841	¨~ªá®H	®H	9.0 	11.0 	0.0 	203.4 	627.6 	1.1 	10.0 	0.0 	0.0 	4.8 
35905	ªF®H	®H	250.0 	607.3 	0.0 	106.0 	332.6 	16.7 	293.3 	0.3 	0.0 	40.2 
35913	®ü®H	®H	2.0 	2.9 	509.1 	909.1 	34.8 	0.7 	2.9 	0.0 	0.0 	1.6 
35921	®H¥J	®H	6.0 	10.9 	215.4 	650.6 	20.1 	1.1 	9.6 	0.0 	0.0 	3.0 
35937	®H«¸ÀY	®H	11.0 	12.4 	160.0 	670.4 	34.6 	1.5 	11.4 	0.0 	0.0 	3.2 
35941	¥Ð¯ó®H	®H	82.0 	78.9 	0.0 	259.8 	110.1 	14.6 	87.1 	0.2 	0.0 	24.0 
35944	¸¼ãÛ®H	®H	82.0 	116.1 	0.0 	228.7 	91.6 	14.6 	88.5 	0.2 	0.0 	28.3 
35963	¯ó®H	®H	88.0 	113.0 	0.0 	349.4 	88.4 	12.5 	97.6 	0.2 	0.0 	24.1 
35964	«C®H	®H	12.0 	83.8 	40.0 	396.7 	9.8 	1.3 	12.7 	0.0 	0.0 	7.1 
36049	¤¤®H	®H	162.0 	115.3 	0.0 	484.5 	107.7 	11.6 	133.9 	0.2 	0.0 	33.3 
36053	¤¤®H¬v	®H	147.0 	116.1 	40.0 	429.9 	16.0 	11.4 	136.3 	0.2 	0.0 	31.7 
36060	¨ªÄõ®H	®H	49.0 	77.9 	0.0 	250.1 	121.3 	3.8 	48.5 	0.1 	0.0 	18.6 
36093	¾ðÀY®H	®H	23.0 	89.8 	0.0 	195.5 	95.4 	1.8 	21.8 	0.0 	0.0 	14.1 
36102	¤º®H	®H	64.0 	149.3 	0.0 	215.7 	90.9 	7.4 	94.5 	0.1 	0.0 	32.1 
36118	¥Õ¨~®H	®H	194.0 	282.6 	0.0 	482.4 	79.3 	22.0 	217.7 	0.4 	0.0 	93.3 
36131	­T®H¸}	®H	94.0 	119.4 	0.0 	131.8 	276.6 	13.5 	95.8 	0.2 	0.0 	25.6 
36149	¹A©e·|ªL·~¸ÕÅç©Ò¤¤®H¤À©Ò	®H	104.0 	126.4 	120.0 	454.0 	37.3 	15.5 	108.7 	0.2 	0.0 	35.5 
36183	¥Ë­í®H	®H	131.0 	240.0 	268.3 	724.4 	15.2 	13.1 	127.6 	0.2 	11.0 	68.9 
36186	µ×®H	®H	64.0 	178.1 	0.0 	278.4 	893.5 	5.5 	68.1 	0.1 	0.0 	26.0 
36203	³Âºß®H	®H	21.0 	90.4 	0.0 	258.9 	106.4 	2.8 	40.2 	0.0 	0.0 	10.5 
36224	¥~®H¥J	®H	155.0 	282.5 	0.0 	213.6 	55.5 	11.4 	167.2 	0.2 	0.0 	67.1 
36265	¦µ¤l®H	®H	48.0 	68.1 	0.0 	277.6 	1895.6 	2.6 	45.6 	0.0 	0.0 	10.9 
36297	¤õ¬´®H¥J	®H	26.0 	38.0 	0.0 	209.2 	484.7 	2.0 	29.4 	0.0 	0.0 	5.7 
36312	¤õ¬´®H	®H	19.0 	37.2 	0.0 	198.6 	482.6 	1.8 	26.2 	0.0 	0.0 	5.7 
36324	¤º®H	®H	120.0 	178.3 	89.4 	391.6 	28.5 	14.7 	138.0 	0.3 	0.0 	49.2 
36345	ªF¶Õ®H	®H	3.0 	5.1 	536.7 	1052.9 	35.1 	0.8 	3.7 	0.0 	0.0 	1.5 
36347	¨¡®H	®H	6.0 	5.3 	1025.3 	1405.7 	25.5 	0.9 	4.7 	0.0 	0.0 	1.0 
36370	ÆQ®H¥J	®H	5.0 	1.1 	0.0 	319.6 	27.8 	1.0 	122.8 	0.0 	0.0 	0.4 
36371	ÆQ®H¥J	®H	5.0 	1.1 	0.0 	320.6 	27.8 	1.0 	122.2 	0.0 	0.0 	0.4 
36378	ÀY«e®H¥J	®H	15.0 	93.0 	40.0 	503.6 	34.5 	1.2 	13.6 	0.0 	1.0 	9.6 
36399	¥Ð®H	®H	504.0 	1177.3 	126.5 	647.1 	41.1 	31.5 	463.3 	0.5 	0.0 	197.2 
36416	¤jÉÜ®H	®H	12.0 	50.9 	304.6 	630.5 	8.4 	1.0 	13.1 	0.0 	6.0 	14.4 
36459	¶º©±®H	®H	6.0 	19.6 	0.0 	230.8 	203.4 	0.9 	7.7 	0.0 	0.0 	4.0 
36464	¨§¤l®H	®H	13.0 	30.6 	0.0 	342.1 	218.4 	1.2 	12.4 	0.0 	0.0 	6.1 
36486	¨~ÀY®H	®H	8.0 	41.9 	243.3 	661.9 	22.9 	0.7 	9.9 	0.0 	1.0 	11.8 
36601	®H¤ß	®H	17.0 	101.0 	40.0 	376.9 	20.9 	1.4 	17.7 	0.0 	0.0 	13.7 
36678	ÀY«e®H¥J	®H	14.0 	89.1 	0.0 	392.7 	730.8 	1.1 	14.5 	0.0 	0.0 	8.3 
36707	¤º®H©³	®H	85.0 	127.5 	0.0 	327.8 	324.7 	7.1 	84.1 	0.1 	0.0 	28.4 
36715	¤º®H¥J	®H	85.0 	127.5 	0.0 	327.8 	324.7 	7.1 	84.1 	0.1 	0.0 	28.4 
36763	®HÀY	®H	26.0 	82.9 	0.0 	223.5 	14286.5 	2.1 	25.0 	0.0 	0.0 	14.0 
36764	®H¥J§À	®H	33.0 	88.4 	0.0 	204.6 	6346.5 	2.8 	27.5 	0.0 	0.0 	8.1 
36812	ÀY®H¬v	®H	77.0 	112.9 	0.0 	145.1 	144.7 	12.3 	80.4 	0.2 	0.0 	21.7 
36814	¼Ú°®®H	®H	77.0 	99.3 	0.0 	267.8 	126.9 	10.9 	77.4 	0.2 	0.0 	29.9 
36816	¤T®H	®H	38.0 	68.2 	0.0 	117.1 	7393.7 	3.8 	49.9 	0.1 	0.0 	8.6 
36817	¤G®H	®H	73.0 	90.7 	56.6 	413.7 	24.9 	6.5 	79.1 	0.1 	9.0 	37.4 
36896	ÆQ®H¥J	®H	5.0 	1.3 	268.3 	761.3 	8.0 	1.1 	5.2 	0.0 	0.0 	1.2 
36924	©x®H	®H	3.0 	2.5 	226.3 	617.3 	25.5 	0.7 	5.0 	0.0 	0.0 	2.0 
36932	«n®H	®H	3.0 	0.4 	40.0 	119.7 	1.2 	1.3 	2.6 	0.0 	0.0 	0.4 
36944	¤û®H	®H	3.0 	7.3 	557.1 	864.7 	12.8 	0.5 	3.7 	0.0 	0.0 	2.1 
36955	ªÀ®H	®H	4.0 	6.0 	0.0 	410.1 	43.0 	0.6 	4.6 	0.0 	0.0 	2.6 
36956	¤j®H	®H	4.0 	5.5 	0.0 	395.3 	43.2 	0.6 	4.9 	0.0 	0.0 	2.4 
36960	¤W®HÀY	®H	5.0 	6.9 	80.0 	418.7 	52.6 	0.5 	5.5 	0.0 	0.0 	3.5 
36962	·s®H	®H	9.0 	8.3 	0.0 	248.5 	151.2 	0.8 	7.3 	0.0 	0.0 	2.4 
36970	®ü®H	®H	7.0 	1.9 	288.4 	712.7 	10.7 	1.0 	6.1 	0.0 	0.0 	1.2 
37059	¤¤¤j®H	®H	188.0 	123.6 	0.0 	199.7 	944.8 	18.5 	209.7 	0.3 	0.0 	51.8 
37091	¤j®H	®H	89.0 	102.0 	425.2 	803.8 	29.5 	12.0 	84.7 	0.2 	0.0 	33.7 
37182	¤j®H¥J	®H	56.0 	66.4 	0.0 	352.0 	72.6 	9.9 	59.3 	0.1 	0.0 	10.8 
37187	Ûl¥J®H	®H	6.0 	45.9 	0.0 	181.5 	86.6 	0.7 	6.0 	0.0 	0.0 	3.4 
37198	¤¤¤û®H	®H	16.0 	37.4 	80.0 	535.0 	43.1 	1.5 	37.2 	0.0 	0.0 	10.4 
37201	®ã®H	®H	22.0 	31.4 	144.2 	553.8 	43.4 	3.4 	23.4 	0.0 	0.0 	7.7 
37264	®HÀY¥J	®H	75.0 	115.1 	0.0 	103.3 	645.9 	10.5 	96.5 	0.2 	0.0 	15.5 
37354	§Û«Ê®H	®H	13.0 	21.1 	0.0 	187.4 	124.2 	1.5 	14.3 	0.0 	0.0 	7.9 
37356	®H«¸ªL	®H	16.0 	27.3 	288.4 	814.9 	66.1 	1.4 	15.2 	0.0 	0.0 	8.7 
37368	«n®H	®H	13.0 	9.3 	0.0 	487.2 	44.3 	1.0 	12.6 	0.0 	0.0 	3.8 
37404	®HÀYÉÜ	®H	9.0 	7.2 	0.0 	201.3 	474.8 	1.1 	10.1 	0.0 	0.0 	2.5 
37406	¤U®HÀY	®H	12.0 	10.5 	0.0 	192.5 	510.5 	1.3 	11.6 	0.0 	0.0 	3.8 
37429	¤j®H	®H	3.0 	6.2 	0.0 	290.0 	75.7 	0.6 	3.8 	0.0 	0.0 	1.0 
37528	¤­§B®H	®H	11.0 	73.1 	0.0 	207.9 	106.6 	1.3 	25.0 	0.0 	0.0 	3.9 
37656	µ²Óy®H	®H	105.0 	87.5 	0.0 	509.8 	40.0 	17.9 	99.2 	0.3 	0.0 	32.6 
37658	¤û®H	®H	95.0 	93.8 	200.0 	591.4 	24.5 	16.8 	96.8 	0.2 	0.0 	35.7 
37770	¤û¸Y®H	®H	49.0 	51.6 	0.0 	214.1 	161.6 	9.0 	52.3 	0.1 	0.0 	11.7 
37791	Äê¥Ð®H	®H	125.0 	285.7 	0.0 	270.2 	46.0 	11.7 	143.9 	0.2 	0.0 	39.0 
37792	¤j®H	®H	138.0 	402.2 	0.0 	151.8 	26469.6 	9.9 	197.0 	0.2 	0.0 	27.2 
37793	ÅoÅo®H	®H	254.0 	489.6 	0.0 	207.0 	18807.2 	22.1 	261.7 	0.4 	0.0 	75.1 
37796	Ä¬Ã¹®H	®H	96.0 	383.5 	0.0 	158.4 	37241.1 	9.0 	140.3 	0.2 	0.0 	30.1 
37812	¥Ð¯ó®H	®H	86.0 	108.0 	144.2 	634.8 	27.5 	13.8 	100.8 	0.2 	0.0 	37.7 
37826	¤¤®H¤l	®H	62.0 	52.5 	0.0 	198.8 	426.4 	12.7 	63.1 	0.2 	0.0 	23.6 
37855	®H¥J§À	®H	72.0 	45.3 	89.4 	545.0 	28.3 	15.7 	83.3 	0.2 	0.0 	28.3 
37862	¯ó®H	®H	51.0 	53.1 	280.0 	711.7 	8.2 	9.1 	54.3 	0.1 	6.0 	26.9 
37867	Ã£¥J®H	®H	63.0 	34.8 	0.0 	293.2 	1005.3 	10.1 	58.2 	0.1 	0.0 	18.5 
37874	¤U³À®H	®H	90.0 	73.5 	0.0 	369.3 	58.9 	12.8 	82.0 	0.2 	0.0 	22.8 
37875	¤¤³À®H	®H	59.0 	82.3 	0.0 	302.0 	52.3 	11.6 	77.6 	0.2 	0.0 	20.7 
37876	¥´³À®H	®H	89.0 	96.7 	144.2 	611.8 	27.6 	13.4 	84.4 	0.2 	0.0 	29.6 
37878	¤û¸Y®H	®H	51.0 	53.1 	0.0 	308.8 	220.3 	6.5 	46.9 	0.1 	0.0 	20.2 
37890	®H§À	®H	104.0 	385.0 	80.0 	422.5 	49.7 	13.8 	114.7 	0.2 	0.0 	39.6 
37897	«e®p®H	®H	5.0 	6.8 	233.2 	725.5 	19.5 	0.8 	5.9 	0.0 	0.0 	1.3 
37914	¤û®H¤º	®H	3.0 	2.8 	0.0 	339.5 	89.5 	0.5 	2.7 	0.0 	0.0 	1.3 
38045	®HÆQªL	®H	174.0 	267.6 	0.0 	249.6 	444.6 	18.8 	167.2 	0.3 	0.0 	67.4 
38046	®H?ÀY¤U	®H	8.0 	83.7 	0.0 	261.4 	76.6 	0.8 	8.0 	0.0 	0.0 	4.6 
38084	¥Õ®H	®H	75.0 	46.1 	0.0 	440.2 	70.6 	13.5 	76.2 	0.2 	0.0 	22.9 
38085	¥Õ®HªL	®H	81.0 	50.3 	40.0 	490.6 	38.1 	14.5 	77.2 	0.2 	0.0 	27.2 
38166	¤û¸Y®H	®H	49.0 	51.6 	0.0 	214.1 	161.6 	9.0 	52.3 	0.1 	0.0 	11.7 
38179	µf¥J®H	®H	6.0 	20.1 	0.0 	415.2 	61.7 	1.0 	5.8 	0.0 	0.0 	1.2 
38204	¥Õ®HªL	®H	43.0 	12.4 	0.0 	126.7 	1481.3 	3.3 	63.7 	0.1 	0.0 	4.1 
38270	¥Ð¥J®H¦è	®H	10.0 	4.0 	0.0 	285.3 	16692.4 	1.2 	10.0 	0.0 	0.0 	2.0 
38277	¥Ð¥J®H	®H	5.0 	2.8 	0.0 	308.8 	402.0 	1.2 	4.9 	0.0 	0.0 	0.9 
38278	¥Ð¥J®HªF	®H	5.0 	2.8 	0.0 	308.8 	402.0 	1.2 	4.9 	0.0 	0.0 	0.9 
38294	¤¤®H	®H	112.0 	103.0 	0.0 	246.0 	75.5 	8.4 	86.3 	0.1 	0.0 	26.7 
38295	¤¤®H	®H	3.0 	3.6 	0.0 	408.1 	85.3 	0.9 	3.3 	0.0 	0.0 	1.8 
38296	¤¤®H¥J	®H	194.0 	282.6 	0.0 	482.4 	79.3 	22.0 	217.7 	0.4 	0.0 	93.3 
38301	¤û¸Y®H	®H	8.0 	18.4 	0.0 	277.0 	71.5 	0.9 	9.7 	0.0 	0.0 	4.8 
38312	¤¤®HªÀ°Ï	®H	162.0 	123.4 	200.0 	560.3 	11.1 	14.4 	157.0 	0.2 	0.0 	42.4 
38318	¤¤®H¸}	®H	112.0 	103.0 	0.0 	246.0 	75.5 	8.4 	86.3 	0.1 	0.0 	26.7 
38337	¤¤¯ó¤l®H	®H	86.0 	127.4 	1109.2 	1553.1 	10.5 	13.8 	95.2 	0.2 	11.0 	50.4 
38364	¥Û¿à®H	®H	4.0 	2.6 	0.0 	145.7 	1044.8 	1.0 	4.3 	0.0 	0.0 	0.1 
38455	?«á®H¥J	®H	7.0 	9.4 	400.0 	830.5 	8.2 	0.7 	6.7 	0.0 	2.0 	6.0 
38466	¦Ç¼d¥J®H	®H	4.0 	12.6 	253.0 	578.6 	20.6 	0.8 	4.5 	0.0 	0.0 	2.1 
38518	«C®H¥J	®H	12.0 	83.8 	40.0 	396.7 	9.8 	1.3 	12.7 	0.0 	0.0 	7.1 
38580	¦ºÀ¦¥J®H	®H	6.0 	3.7 	40.0 	341.3 	14.3 	0.9 	5.8 	0.0 	0.0 	3.4 
38588	·à¥Ò®H	®H	5.0 	5.4 	160.0 	634.4 	46.7 	0.8 	5.3 	0.0 	0.0 	3.1 
38593	Äé¥J®H	®H	7.0 	4.9 	40.0 	358.5 	10.4 	1.1 	5.9 	0.0 	0.0 	3.7 
38607	ÆQºÞ®H	®H	74.0 	109.6 	0.0 	215.7 	145.0 	10.0 	79.2 	0.2 	0.0 	20.2 
38625	®Õ®ß®H	®H	88.0 	305.1 	0.0 	129.7 	20102.4 	7.4 	78.5 	0.1 	0.0 	17.5 
38753	®ü®H	®H	2.0 	6.0 	226.3 	753.4 	16.8 	0.6 	3.6 	0.0 	0.0 	1.7 
38804	¤W¥Ð®H³¡¸¨	®H	494.0 	1086.6 	40.0 	514.2 	39.4 	30.8 	473.8 	0.5 	0.0 	218.7 
38830	§õ®H³¡¸¨	®H	452.0 	1020.5 	0.0 	471.4 	55.8 	28.1 	439.3 	0.5 	0.0 	140.9 
38871	¤½¬É®H	®H	4.0 	4.4 	456.1 	859.7 	7.0 	0.5 	5.0 	0.0 	0.0 	0.0 
39030	­T¥J®H	®H	121.0 	98.6 	0.0 	348.9 	1529.5 	9.6 	104.2 	0.2 	0.0 	38.5 
39081	®H§À	®H	3.0 	17.7 	560.0 	956.4 	32.0 	0.6 	2.8 	0.0 	1.0 	2.6 
39224	¬Û¤l®H	®H	224.0 	230.6 	0.0 	375.5 	1417.6 	22.1 	203.4 	0.4 	0.0 	73.3 
39281	¤j®H	®H	4.0 	0.1 	40.0 	122.9 	1.0 	2.3 	3.7 	0.0 	0.0 	0.1 
39306	½Þ¤½®H¥J	®H	8.0 	3.4 	40.0 	395.2 	23.0 	1.0 	7.0 	0.0 	0.0 	2.8 
39323	®H¤U	®H	9.0 	4.4 	0.0 	265.4 	9016.7 	1.1 	8.2 	0.0 	0.0 	3.5 
39391	ÆX¥J¤º®H	®H	3.0 	5.8 	160.0 	642.7 	38.4 	0.6 	3.5 	0.0 	0.0 	2.2 
39451	®HÀY	®H	5.0 	0.9 	339.4 	643.9 	3.8 	1.4 	5.6 	0.0 	0.0 	0.9 
39528	¤­¤À®H	®H	137.0 	106.2 	268.3 	557.9 	16.3 	11.9 	124.6 	0.2 	4.0 	48.0 
39533	Àç½L®H	®H	35.0 	9.6 	0.0 	143.9 	3320.6 	3.6 	46.0 	0.0 	0.0 	4.9 
39535	¤g¦a¤½®H	®H	122.0 	74.6 	0.0 	437.7 	2140.2 	8.4 	113.8 	0.1 	0.0 	27.6 
39574	¤j­T®H	®H	123.0 	126.6 	0.0 	292.8 	657.4 	6.8 	123.9 	0.1 	0.0 	26.8 
39575	¤p­T®H	®H	139.0 	135.8 	0.0 	492.8 	257.8 	11.0 	131.4 	0.2 	0.0 	43.0 
39604	®H«á	®H	82.0 	46.2 	0.0 	173.3 	2261.6 	9.1 	125.8 	0.1 	0.0 	21.5 
39605	¥­®H	®H	82.0 	45.6 	0.0 	186.0 	2445.6 	9.0 	127.1 	0.1 	0.0 	21.6 
39634	¤j®H	®H	100.0 	44.6 	0.0 	188.8 	161.3 	12.0 	110.7 	0.2 	0.0 	23.4 
39710	¶ï¥J®H	®H	211.0 	303.6 	80.0 	609.5 	14.5 	19.4 	283.4 	0.3 	22.0 	142.8 
39776	§õ®H	®H	471.0 	1090.1 	120.0 	619.7 	34.1 	29.2 	465.9 	0.5 	0.0 	197.4 
39853	¤j­T®H	®H	122.0 	46.4 	0.0 	218.7 	403.8 	12.0 	129.6 	0.2 	0.0 	21.4 
39859	¥_®Hµó	®H	94.0 	136.5 	0.0 	167.8 	291.5 	9.2 	87.5 	0.1 	0.0 	24.9 
39861	¥_®Hµó	®H	94.0 	134.1 	0.0 	160.1 	371.2 	8.7 	84.5 	0.1 	0.0 	23.5 
39882	®H¤ß	®H	69.0 	109.8 	0.0 	101.6 	1369.7 	6.6 	66.5 	0.1 	0.0 	10.7 
39884	®H§ÀÉÜ	®H	80.0 	116.0 	0.0 	105.6 	814.6 	8.2 	70.2 	0.1 	0.0 	13.8 
39902	«n®H¾ôÀY	®H	42.0 	112.2 	0.0 	122.8 	1588.3 	5.1 	60.4 	0.1 	0.0 	11.9 
39959	«á®H	®H	9.0 	19.7 	0.0 	327.2 	49.2 	1.4 	11.7 	0.0 	0.0 	10.2 
39969	¬¹¬º®H	®H	16.0 	93.5 	0.0 	198.5 	316.1 	1.8 	16.3 	0.0 	0.0 	7.5 
39986	¤­¨½®H	®H	115.0 	400.9 	126.5 	501.0 	38.3 	12.0 	122.3 	0.2 	0.0 	45.4 
39989	¥Ò¥P®H	®H	92.0 	261.6 	0.0 	150.7 	1270.5 	7.8 	97.7 	0.1 	0.0 	16.6 
39999	¯ZªÛ®H	®H	204.0 	519.3 	0.0 	198.8 	94.3 	16.2 	231.7 	0.3 	0.0 	65.9 
40001	«¸¶À®H	®H	150.0 	473.5 	280.0 	554.9 	9.7 	20.9 	161.5 	0.3 	2.0 	69.8 
40037	¥ÛÀY®H	®H	102.0 	180.5 	113.1 	549.7 	12.9 	12.9 	112.9 	0.2 	14.0 	52.0 
40040	©x®H	®H	120.0 	206.9 	0.0 	387.7 	4164.2 	10.4 	116.0 	0.2 	0.0 	39.9 
40047	¤UÉÜ¡]®H§À¡^	®H	5.0 	22.3 	0.0 	244.8 	1479.6 	1.0 	6.1 	0.0 	0.0 	1.3 
40066	¤j²ø®H	®H	14.0 	15.1 	226.3 	647.2 	24.1 	1.6 	17.8 	0.0 	3.0 	10.3 
40067	®H¥Ð	®H	90.0 	23.1 	0.0 	485.6 	142.5 	3.9 	75.7 	0.1 	0.0 	17.1 
40075	¤UÉÜ¥J®H	®H	5.0 	7.5 	0.0 	91.2 	336.5 	0.8 	5.3 	0.0 	0.0 	0.9 
40110	ÁÙÁÕ®H	®H	12.0 	7.2 	0.0 	219.5 	365.6 	1.9 	11.9 	0.0 	0.0 	5.3 
40111	ªø±ø®H	®H	10.0 	6.7 	0.0 	217.0 	717.4 	1.8 	10.7 	0.0 	0.0 	5.3 
40112	¥»¬w®H¥J	®H	9.0 	8.9 	788.9 	1149.1 	13.6 	1.0 	6.3 	0.0 	0.0 	6.3 
40116	ÆQ®H	®H	6.0 	4.1 	0.0 	308.9 	921.0 	1.3 	5.9 	0.0 	0.0 	1.3 
40138	­T¥J®H	®H	150.0 	205.4 	0.0 	187.3 	77.2 	15.5 	173.3 	0.2 	0.0 	42.6 
40143	­T¥J®H	®H	399.0 	821.0 	40.0 	502.1 	31.9 	28.1 	360.4 	0.5 	0.0 	143.5 
40167	¸q¥Á®H	®H	12.0 	105.5 	0.0 	207.9 	145.4 	1.0 	13.2 	0.0 	0.0 	6.2 
40190	¤û¦Þ®H	®H	72.0 	230.8 	0.0 	208.9 	278.9 	8.3 	128.8 	0.1 	0.0 	9.2 
