FID	place_name	category1	DEM_RANGE	DEM_MEAN	HDIS_MIN	HDIS_MEAN	FAC_MEAN	GRA_MEAN	RELIEF_MEAN	ROUGHNESS_MEAN	VDIS_MIN_	VDIS_MEAN
1642	³»ÆW¤l¤º	ÆW³»	10.0 	9.4 	0.0 	323.0 	86.2 	2.0 	10.4 	0.0 	0.0 	1.8 
7554	³»©¥ÆW	ÆW³»	218.0 	211.5 	0.0 	344.4 	58.3 	15.6 	195.4 	0.3 	0.0 	60.6 
11473	³»ÆW	ÆW³»	4.0 	7.3 	688.2 	1138.7 	19.9 	0.5 	3.7 	0.0 	0.0 	0.7 
16482	ÆW³»	ÆW³»	24.0 	92.3 	0.0 	105.6 	205.2 	1.9 	25.1 	0.0 	0.0 	9.5 
22559	³»ÆW¥J	ÆW³»	36.0 	156.9 	0.0 	395.1 	134.2 	1.8 	54.4 	0.0 	0.0 	5.5 
31851	³»ÆW¨¤	ÆW³»	4.0 	7.3 	712.2 	1149.6 	19.9 	0.5 	3.7 	0.0 	0.0 	0.8 
6213	¤jÆW©W	ÆW©W	189.0 	267.6 	0.0 	158.6 	29615.7 	12.4 	186.7 	0.2 	0.0 	33.1 
205	¤WÆW¥J	ÆW	41.0 	9.8 	89.4 	479.9 	21.3 	3.0 	42.0 	0.0 	0.0 	5.2 
206	¤g¦a¤½ÆW	ÆW	40.0 	6.9 	40.0 	314.9 	45.2 	2.7 	45.4 	0.0 	0.0 	3.1 
209	¤UÆW¥J	ÆW	54.0 	10.4 	89.4 	530.6 	28.8 	3.4 	56.3 	0.1 	0.0 	4.6 
237	±ÆÆW³¡¸¨	ÆW	158.0 	74.7 	178.9 	606.5 	13.8 	10.0 	138.0 	0.2 	6.0 	34.3 
627	ÆW¥J	ÆW	8.0 	3.6 	40.0 	207.5 	8.6 	1.8 	16.8 	0.0 	0.0 	2.7 
1407	ÆW¥J¬v	ÆW	40.0 	22.1 	40.0 	531.1 	27.6 	2.0 	34.4 	0.0 	0.0 	7.1 
1765	¤jÆW	ÆW	99.0 	171.2 	0.0 	270.6 	141.3 	13.6 	126.0 	0.2 	0.0 	47.0 
2142	ÆW¥C¥J	ÆW	49.0 	39.4 	89.4 	586.6 	20.9 	2.8 	55.1 	0.0 	2.0 	18.3 
2394	¤Q¤TÆW	ÆW	557.0 	1509.0 	120.0 	619.0 	7.8 	31.9 	500.9 	0.5 	45.0 	358.8 
2684	¥dªü¸ôÆWªÀ	ÆW	329.0 	638.0 	0.0 	157.1 	157.6 	27.0 	424.7 	0.5 	0.0 	93.2 
3440	¤Q¤GÆW	ÆW	286.0 	463.3 	56.6 	511.8 	14.6 	23.0 	302.6 	0.4 	9.0 	147.6 
3520	¤jÆW	ÆW	4.0 	5.9 	565.7 	991.2 	17.3 	0.4 	3.9 	0.0 	1.0 	1.9 
3754	¤Q¤EÆW	ÆW	7.0 	18.3 	40.0 	354.1 	8.8 	0.8 	18.1 	0.0 	1.0 	3.1 
4385	¤j¨FÆW	ÆW	54.0 	5.3 	0.0 	186.9 	90.1 	6.2 	84.6 	0.1 	0.0 	5.1 
4386	¤G¨FÆW	ÆW	103.0 	19.3 	40.0 	337.8 	7.7 	13.5 	114.6 	0.2 	0.0 	19.3 
4854	¤GÆW	ÆW	103.0 	117.8 	0.0 	338.1 	2758.1 	14.2 	101.0 	0.2 	0.0 	30.0 
4858	¤GÆW	ÆW	24.0 	24.6 	0.0 	286.4 	244.0 	2.2 	30.5 	0.0 	0.0 	8.1 
5252	¤T¨BÆW	ÆW	280.0 	684.2 	894.4 	1356.4 	24.4 	21.2 	297.5 	0.3 	0.0 	193.9 
5539	°jÀYÆW	ÆW	379.0 	801.9 	0.0 	149.4 	4566.8 	40.0 	460.2 	0.8 	0.0 	125.1 
5554	¥¬¬¥ÆW	ÆW	610.0 	404.9 	0.0 	432.9 	4557.1 	34.6 	663.0 	0.7 	0.0 	154.8 
5558	¥[ÆW	ÆW	185.0 	40.3 	0.0 	437.9 	73.3 	9.4 	246.7 	0.2 	0.0 	27.8 
5560	§J¶øÆW	ÆW	144.0 	30.6 	0.0 	391.6 	75.4 	7.2 	209.6 	0.1 	0.0 	18.1 
5582	¯S²öÆW	ÆW	356.0 	1618.1 	0.0 	204.2 	102.8 	32.5 	374.9 	0.6 	0.0 	133.9 
6123	ÆW¸Ì	ÆW	11.0 	7.0 	40.0 	516.3 	6.8 	1.7 	11.1 	0.0 	0.0 	4.7 
6661	«¢¹ÇÆW³¡¸¨	ÆW	439.0 	952.7 	178.9 	550.8 	12.2 	34.5 	519.9 	0.6 	117.0 	353.3 
7082	¤ºÆW	ÆW	30.0 	51.1 	0.0 	335.5 	103.5 	2.6 	37.1 	0.0 	0.0 	8.4 
7214	ÆW¥C	ÆW	98.0 	163.9 	0.0 	190.6 	280.2 	11.7 	124.5 	0.2 	0.0 	23.2 
7370	ÆW¥C	ÆW	231.0 	337.9 	0.0 	399.3 	230.8 	19.2 	211.7 	0.3 	0.0 	82.6 
7421	´¶¼ÖÆW	ÆW	18.0 	17.9 	126.5 	626.1 	30.4 	1.7 	53.2 	0.0 	0.0 	5.7 
7693	¼Ì¾ðÆW	ÆW	77.0 	14.5 	0.0 	161.1 	123.0 	5.4 	75.7 	0.1 	0.0 	7.2 
7949	¨FÆW¤l	ÆW	126.0 	39.9 	0.0 	221.1 	103.0 	12.5 	145.2 	0.2 	0.0 	37.1 
7951	¤ºÆW	ÆW	261.0 	301.6 	0.0 	327.1 	437.3 	19.7 	265.9 	0.3 	0.0 	66.5 
7960	¤UÆW¥J	ÆW	64.0 	161.0 	0.0 	126.3 	4867.2 	5.0 	70.6 	0.1 	0.0 	8.8 
8075	»OÆWµó	ÆW	5.0 	0.0 	40.0 	90.0 	1.0 	2.7 	3.8 	0.0 	0.0 	0.0 
8176	ÆW©³	ÆW	146.0 	49.9 	0.0 	291.0 	108.2 	8.7 	169.2 	0.2 	0.0 	19.4 
8370	¦¶¤¦ÆW	ÆW	13.0 	46.3 	320.0 	705.6 	32.8 	1.7 	10.9 	0.0 	0.0 	4.5 
8413	ÆWÀtÀY	ÆW	8.0 	63.4 	0.0 	151.6 	464.6 	1.3 	9.2 	0.0 	0.0 	3.3 
9325	¤TÆW	ÆW	82.0 	91.2 	0.0 	284.3 	3784.4 	4.5 	96.4 	0.1 	0.0 	22.0 
9403	¤G¨FÆW	ÆW	102.0 	28.7 	357.8 	906.4 	23.3 	14.3 	139.3 	0.2 	0.0 	28.7 
9609	¤UåüÆW	ÆW	202.0 	186.0 	0.0 	171.7 	1248.7 	17.6 	204.6 	0.3 	0.0 	46.4 
9618	¤UÆW	ÆW	79.0 	92.1 	0.0 	207.6 	1587.8 	8.5 	80.7 	0.1 	0.0 	19.6 
9619	¤UÆW	ÆW	14.0 	18.1 	0.0 	188.0 	293.2 	1.5 	14.6 	0.0 	0.0 	3.8 
9620	¤UÆW	ÆW	113.0 	102.4 	0.0 	315.4 	6186.6 	10.2 	100.4 	0.2 	0.0 	28.3 
9621	¤UÆW¤l	ÆW	76.0 	166.7 	0.0 	151.1 	148.5 	7.4 	79.5 	0.1 	0.0 	13.5 
9650	¤p«nÆW	ÆW	114.0 	81.6 	0.0 	205.4 	389.1 	10.8 	121.4 	0.2 	0.0 	32.5 
9651	¤p«nÆW	ÆW	114.0 	81.6 	0.0 	205.4 	389.1 	10.8 	121.4 	0.2 	0.0 	32.5 
9851	¤Ú¥JÆW	ÆW	11.0 	7.4 	0.0 	127.8 	2383.9 	1.9 	19.5 	0.0 	0.0 	1.3 
9954	¤ºÆW	ÆW	101.0 	409.4 	40.0 	571.7 	35.6 	8.5 	100.4 	0.1 	2.0 	38.7 
10077	¦Ì¨ÈÆWªÀ°Ï	ÆW	276.0 	193.5 	0.0 	273.8 	386.7 	14.6 	283.3 	0.3 	0.0 	52.9 
10138	¥[ÆWªÀ°Ï	ÆW	137.0 	28.5 	0.0 	380.0 	78.3 	6.7 	205.9 	0.1 	0.0 	16.0 
10194	¥~ÆW	ÆW	268.0 	240.4 	0.0 	196.7 	7336.8 	20.8 	301.3 	0.4 	0.0 	68.3 
10930	ª÷¨FÆW	ÆW	93.0 	14.5 	0.0 	201.6 	93.3 	8.6 	127.4 	0.1 	0.0 	16.5 
10963	­»¿¼ÆW	ÆW	16.0 	7.4 	0.0 	272.3 	1231.4 	2.7 	26.9 	0.0 	0.0 	4.5 
10990	®R¾|ÆW	ÆW	20.0 	91.0 	40.0 	498.8 	56.5 	1.5 	21.2 	0.0 	0.0 	10.6 
11397	®üÆW·s«°	ÆW	68.0 	24.5 	80.0 	378.1 	28.5 	10.4 	71.1 	0.1 	0.0 	20.9 
12126	ÆW¤º	ÆW	4.0 	9.5 	160.0 	479.9 	41.4 	0.7 	6.3 	0.0 	0.0 	2.1 
12127	ÆW¤º	ÆW	4.0 	9.5 	164.9 	479.3 	41.9 	0.6 	6.1 	0.0 	0.0 	1.9 
12128	ÆW¥C	ÆW	41.0 	161.5 	0.0 	199.7 	84.7 	3.5 	61.1 	0.0 	0.0 	17.9 
12129	ÆW¸ô§À	ÆW	118.0 	168.4 	304.6 	673.8 	18.8 	19.6 	136.1 	0.3 	2.0 	85.2 
12134	ÆW¾ô	ÆW	118.0 	168.4 	304.6 	673.8 	18.8 	19.6 	136.1 	0.3 	2.0 	85.2 
12744	¥xÆW°êÄ_ªÀ°Ï	ÆW	24.0 	8.9 	0.0 	208.3 	511.4 	2.6 	21.4 	0.0 	0.0 	4.2 
12829	¤jÆW	ÆW	360.0 	220.6 	0.0 	272.8 	91.1 	25.6 	409.6 	0.5 	0.0 	105.9 
13141	¤û¨¤ÆW	ÆW	15.0 	443.3 	0.0 	163.2 	1728.4 	1.2 	16.2 	0.0 	0.0 	6.8 
13226	¤­ÆW¥J	ÆW	349.0 	627.7 	0.0 	172.5 	102.8 	22.6 	340.0 	0.4 	0.0 	86.6 
13472	¥Ø¥[·ÈÆWªÀ	ÆW	7.0 	12.5 	394.0 	872.4 	76.9 	1.0 	6.6 	0.0 	0.0 	4.2 
13579	¥|ÆW	ÆW	120.0 	173.3 	0.0 	462.2 	75.7 	7.0 	105.8 	0.1 	0.0 	21.8 
13952	«n³qÆW	ÆW	59.0 	16.9 	357.8 	764.3 	10.3 	4.9 	56.2 	0.1 	3.0 	16.1 
13973	¥[ÄõÆW	ÆW	243.0 	507.7 	0.0 	280.6 	3460.8 	15.0 	310.2 	0.3 	0.0 	50.7 
14090	¦^ÀYÆW	ÆW	379.0 	806.7 	0.0 	163.6 	3753.7 	39.2 	462.7 	0.8 	0.0 	124.4 
14226	¦N«¦«¦ÆW	ÆW	269.0 	87.6 	0.0 	234.5 	60.5 	17.8 	297.4 	0.3 	0.0 	49.5 
14256	©¥ÆW	ÆW	54.0 	53.7 	320.0 	752.7 	37.3 	3.2 	59.4 	0.0 	2.0 	11.9 
14257	©¥ÆW·s§ø	ÆW	79.0 	65.1 	0.0 	427.7 	35.9 	5.7 	87.0 	0.1 	0.0 	22.7 
14437	¦èÆW	ÆW	24.0 	92.3 	0.0 	105.6 	205.2 	1.9 	25.1 	0.0 	0.0 	9.5 
14619	¨F¦¼ÆW	ÆW	55.0 	17.1 	0.0 	216.8 	162.6 	10.0 	91.5 	0.2 	0.0 	16.2 
14623	¨FÆW	ÆW	163.0 	67.1 	40.0 	541.7 	9.2 	17.6 	216.3 	0.3 	18.0 	75.8 
14990	¤ºÆW	ÆW	206.0 	668.5 	456.1 	963.1 	26.9 	12.4 	213.8 	0.2 	0.0 	30.2 
14991	¤ºÆW	ÆW	102.0 	240.7 	0.0 	143.9 	141.4 	12.8 	116.1 	0.2 	0.0 	23.9 
14992	¤ºÆW¥J	ÆW	81.0 	150.3 	0.0 	131.2 	146.1 	8.4 	78.5 	0.1 	0.0 	14.6 
14993	¤ºÆW¥J	ÆW	186.0 	254.2 	0.0 	173.1 	7594.2 	8.6 	161.2 	0.1 	0.0 	26.1 
15249	Ë|¿¼ÆW	ÆW	116.0 	123.1 	40.0 	500.7 	23.1 	11.9 	103.5 	0.2 	0.0 	43.8 
15293	¤¤ÆW	ÆW	81.0 	90.1 	0.0 	266.8 	7750.8 	6.8 	78.7 	0.1 	0.0 	12.9 
15323	¤û¨¤ÆW	ÆW	40.0 	74.2 	80.0 	413.9 	18.4 	3.0 	38.1 	0.0 	2.0 	16.6 
15324	¤û¨¤ÆW¥J	ÆW	158.0 	182.7 	253.0 	611.5 	39.9 	14.7 	166.6 	0.2 	0.0 	91.2 
15385	¦N¥j¨FÆW	ÆW	12.0 	19.3 	144.2 	522.6 	43.1 	1.1 	11.7 	0.0 	0.0 	8.8 
15424	¤WÆW	ÆW	66.0 	96.4 	0.0 	152.3 	1693.7 	4.9 	60.2 	0.1 	0.0 	10.0 
15425	¤WÆW	ÆW	55.0 	31.8 	0.0 	233.9 	220.5 	5.2 	48.7 	0.1 	0.0 	13.0 
15426	¤WÆW	ÆW	112.0 	121.0 	0.0 	266.0 	8415.6 	10.4 	101.3 	0.2 	0.0 	32.5 
15632	¦w©wÆW	ÆW	579.0 	1624.6 	89.4 	536.6 	13.6 	38.9 	571.7 	0.7 	16.0 	301.9 
15834	¦è¥_ÆW	ÆW	3.0 	20.1 	486.6 	958.4 	25.1 	0.5 	3.7 	0.0 	2.0 	4.8 
16342	ÆW¤l¤º	ÆW	10.0 	9.2 	0.0 	311.0 	100.2 	2.1 	10.4 	0.0 	0.0 	1.7 
16343	ÆW¤l¤º	ÆW	13.0 	9.9 	0.0 	269.8 	69.7 	1.8 	11.8 	0.0 	0.0 	3.6 
16344	ÆW¤lÀY	ÆW	8.0 	11.6 	0.0 	201.1 	1118.5 	1.1 	8.8 	0.0 	0.0 	1.6 
16345	ÆW¥J	ÆW	45.0 	175.0 	0.0 	286.4 	163.3 	2.8 	36.2 	0.0 	0.0 	17.0 
16346	ÆW¥J¤º	ÆW	4.0 	9.7 	0.0 	430.0 	103.1 	0.6 	4.9 	0.0 	0.0 	2.2 
16347	ÆW¦è	ÆW	3.0 	8.6 	394.0 	785.0 	33.2 	0.6 	3.9 	0.0 	1.0 	2.3 
16348	ÆW¨¤	ÆW	547.0 	1288.4 	456.1 	920.8 	17.4 	35.2 	533.8 	0.6 	0.0 	292.1 
16481	ÆW©³	ÆW	18.0 	94.5 	0.0 	151.9 	138.3 	1.8 	22.6 	0.0 	0.0 	14.7 
16483	ÆW¶®	ÆW	40.0 	27.0 	204.0 	532.5 	12.5 	2.6 	38.7 	0.0 	1.0 	11.0 
16506	ÆW¤U	ÆW	24.0 	92.3 	0.0 	105.6 	205.2 	1.9 	25.1 	0.0 	0.0 	9.5 
16507	ÆW¤l¤f	ÆW	43.0 	28.5 	329.9 	591.2 	14.5 	3.6 	44.9 	0.1 	1.0 	13.1 
16508	ÆW¤l¤º	ÆW	9.0 	5.0 	0.0 	203.2 	1140.7 	1.8 	8.9 	0.0 	0.0 	1.7 
16509	ÆW©³	ÆW	167.0 	53.2 	0.0 	314.7 	102.1 	9.5 	176.7 	0.2 	0.0 	21.6 
16513	ÆW¾ôªÀ°Ï	ÆW	61.0 	76.6 	0.0 	340.3 	85.7 	5.7 	79.1 	0.1 	0.0 	11.3 
16514	ÆW¾ôÀY	ÆW	25.0 	60.3 	0.0 	136.0 	2745.7 	3.2 	55.4 	0.0 	0.0 	6.7 
16515	ÆWÀY	ÆW	133.0 	26.6 	509.1 	855.3 	20.9 	13.4 	146.8 	0.2 	0.0 	26.6 
16516	ÆWÄ_ÉÜ	ÆW	26.0 	30.6 	447.2 	970.9 	14.8 	2.5 	27.6 	0.0 	0.0 	12.8 
16743	ÂÂµ­ÆW³¡¸¨	ÆW	409.0 	754.1 	200.0 	678.3 	19.4 	28.7 	481.9 	0.5 	99.0 	284.3 
16854	íB¥JÆW	ÆW	90.0 	186.2 	164.9 	563.3 	11.6 	11.3 	96.5 	0.2 	0.0 	35.8 
17560	¼B³¯ÆW	ÆW	109.0 	46.1 	0.0 	137.2 	34415.2 	8.8 	117.2 	0.2 	0.0 	14.7 
17661	»OÆW­ì¶mªÀ°Ï	ÆW	13.0 	127.5 	0.0 	173.7 	187.9 	1.0 	13.7 	0.0 	0.0 	3.6 
17761	ºaÆW¤l¤f	ÆW	52.0 	32.4 	215.4 	578.2 	12.9 	4.6 	50.7 	0.1 	2.0 	17.0 
17800	ºñÆWªÀ°Ï	ÆW	217.0 	200.7 	533.7 	1047.8 	11.9 	24.6 	224.0 	0.4 	31.0 	149.0 
18494	´ä¥JÆW	ÆW	14.0 	33.3 	0.0 	213.4 	2266.5 	1.3 	14.3 	0.0 	0.0 	4.4 
18668	³q¾]ÆW	ÆW	56.0 	9.8 	0.0 	248.3 	923.9 	2.8 	49.5 	0.0 	0.0 	6.5 
18669	³qÆW®ü³ö	ÆW	10.0 	3.5 	1000.0 	1454.6 	27.8 	0.9 	14.6 	0.0 	0.0 	3.5 
19469	«áÆW	ÆW	31.0 	5.0 	40.0 	393.0 	43.2 	3.0 	61.8 	0.0 	0.0 	4.2 
19552	«nÆW	ÆW	9.0 	1.6 	120.0 	506.0 	4.1 	1.8 	7.8 	0.0 	0.0 	1.6 
19790	ªy²îÆW	ÆW	317.0 	353.0 	0.0 	201.3 	82.8 	27.8 	349.1 	0.5 	0.0 	108.9 
20161	«nÆW³¡¸¨	ÆW	304.0 	645.1 	600.0 	996.9 	24.5 	17.8 	324.4 	0.3 	93.0 	251.1 
20443	¥[Â§ÆW	ÆW	113.0 	219.7 	164.9 	663.6 	32.3 	5.7 	102.1 	0.1 	0.0 	28.6 
20465	ªü¤ÚÆW	ÆW	167.0 	136.0 	0.0 	342.7 	26125.5 	18.2 	161.0 	0.3 	0.0 	64.8 
20508	¤Bªü®RÆW	ÆW	345.0 	345.8 	0.0 	330.1 	78.3 	27.1 	356.6 	0.5 	0.0 	137.5 
20516	¤U?ÆW	ÆW	203.0 	177.4 	0.0 	179.0 	1159.4 	15.4 	199.3 	0.3 	0.0 	41.5 
20927	¥Ø¥[·ÈÆWªÀ	ÆW	8.0 	16.2 	0.0 	307.7 	76.0 	0.9 	7.2 	0.0 	0.0 	2.3 
21278	­ËÆWÀs	ÆW	215.0 	329.2 	357.8 	651.6 	9.0 	23.0 	229.2 	0.4 	0.0 	102.3 
21424	Å¾ÀtÆW	ÆW	56.0 	3.3 	40.0 	303.7 	4.6 	3.7 	85.9 	0.1 	0.0 	2.7 
21932	¤jÆW	ÆW	8.0 	100.5 	0.0 	143.1 	283.2 	0.9 	8.3 	0.0 	0.0 	2.4 
22122	¶ð°¨Ã¹ÆW	ÆW	227.0 	427.5 	0.0 	351.5 	5988.7 	14.7 	264.8 	0.2 	0.0 	46.9 
22263	¤û¬DÆW	ÆW	3.0 	7.5 	0.0 	322.4 	288.5 	0.4 	2.7 	0.0 	0.0 	0.7 
22439	¤T¼dÆW	ÆW	2.0 	2.4 	560.0 	1038.9 	7.3 	0.2 	1.7 	0.0 	1.0 	1.4 
22566	¤UÆW¥J	ÆW	95.0 	176.8 	169.7 	622.2 	26.8 	6.2 	99.2 	0.1 	0.0 	20.6 
22702	¾Ø¤lÆW	ÆW	85.0 	126.1 	0.0 	78.3 	2799.9 	10.2 	113.3 	0.2 	0.0 	15.1 
22887	ÆW¥J	ÆW	7.0 	2.6 	0.0 	371.9 	116.9 	0.9 	7.1 	0.0 	0.0 	0.7 
23150	¤Kº½ÆW	ÆW	111.0 	34.1 	0.0 	129.2 	436.3 	8.6 	159.7 	0.1 	0.0 	20.1 
23154	ÆW®q	ÆW	146.0 	30.6 	1442.8 	1932.4 	32.1 	13.9 	193.2 	0.2 	0.0 	30.2 
23194	¥|ÆW	ÆW	110.0 	171.0 	0.0 	123.6 	6411.8 	10.0 	162.0 	0.2 	0.0 	18.3 
23205	¤ºÆW	ÆW	43.0 	53.5 	0.0 	182.1 	8762.9 	4.8 	53.9 	0.1 	0.0 	11.5 
23356	ÆWªù¥J	ÆW	105.0 	343.3 	1088.1 	1460.2 	10.0 	15.7 	119.6 	0.2 	54.0 	173.5 
23592	ÆW¥C	ÆW	231.0 	337.9 	0.0 	399.3 	230.8 	19.2 	211.7 	0.3 	0.0 	82.6 
23605	ÆW­í	ÆW	6.0 	20.3 	144.2 	686.1 	40.6 	1.0 	7.0 	0.0 	0.0 	4.2 
23985	¼Ì¾ðÆWÉÜ	ÆW	77.0 	14.4 	0.0 	160.4 	123.4 	5.4 	75.6 	0.1 	0.0 	7.1 
24047	¤UÆW¥J	ÆW	58.0 	53.1 	0.0 	381.6 	371.5 	5.0 	53.3 	0.1 	0.0 	13.1 
24048	¤UÆWÄ_²ø	ÆW	15.0 	38.7 	430.8 	857.8 	14.3 	1.5 	20.8 	0.0 	0.0 	7.7 
24094	¤T¼dÆW	ÆW	2.0 	2.4 	560.0 	1038.9 	7.3 	0.2 	1.7 	0.0 	1.0 	1.4 
24375	¤W³q¾]ÆW	ÆW	73.0 	21.8 	538.1 	1040.2 	13.3 	6.1 	64.2 	0.1 	4.0 	21.5 
24673	¦N¥j¨FÆW	ÆW	13.0 	18.8 	169.7 	514.5 	43.1 	1.1 	11.7 	0.0 	0.0 	8.6 
24776	®R¾|ÆW	ÆW	20.0 	90.2 	40.0 	480.3 	62.2 	1.5 	21.2 	0.0 	0.0 	10.3 
25014	µ­ÆWªÀ	ÆW	438.0 	637.7 	0.0 	386.1 	435.4 	29.7 	465.7 	0.5 	0.0 	193.9 
25168	¼w¾|ÆW³¡¸¨	ÆW	344.0 	1444.0 	0.0 	134.3 	2974.5 	30.2 	400.0 	0.6 	0.0 	68.5 
25826	ÆW¥J¤º	ÆW	9.0 	5.0 	0.0 	203.2 	1140.7 	1.8 	8.9 	0.0 	0.0 	1.7 
25827	ÆW¥J¤º¸]	ÆW	10.0 	6.0 	0.0 	272.3 	1144.6 	1.6 	9.0 	0.0 	0.0 	2.3 
25848	ÆW¥J¤º	ÆW	512.0 	4.8 	0.0 	204.7 	72.9 	2.0 	285.9 	0.2 	0.0 	4.7 
26557	¤WÆW	ÆW	389.0 	360.1 	0.0 	157.7 	3510.8 	22.3 	332.7 	0.4 	0.0 	70.4 
26805	©yÆW³¡¸¨	ÆW	55.0 	11.6 	0.0 	203.4 	165.2 	10.8 	89.9 	0.2 	0.0 	11.2 
26859	¤jÆW	ÆW	3.0 	6.1 	0.0 	204.8 	412.2 	0.3 	2.6 	0.0 	0.0 	3.2 
27180	¤û¨¤ÆW	ÆW	10.0 	48.3 	200.0 	545.7 	22.7 	0.7 	33.0 	0.0 	0.0 	2.8 
27213	¤û¨¤ÆW	ÆW	8.0 	48.2 	160.0 	514.9 	20.0 	0.6 	24.6 	0.0 	0.0 	2.5 
27778	ÆW¸Ì	ÆW	11.0 	7.0 	40.0 	516.3 	6.8 	1.7 	11.1 	0.0 	0.0 	4.7 
27861	¤jÆW	ÆW	313.0 	59.3 	721.1 	1196.8 	47.6 	27.2 	402.0 	0.5 	0.0 	45.3 
27866	¤K¨½ÆW	ÆW	172.0 	112.1 	0.0 	147.7 	1178.2 	18.7 	187.5 	0.3 	0.0 	45.7 
29234	ÆW¨½	ÆW	57.0 	61.2 	200.0 	723.0 	23.9 	5.0 	64.1 	0.1 	2.0 	16.9 
30056	¤jÆW	ÆW	180.0 	483.4 	0.0 	291.4 	339.0 	17.4 	184.2 	0.3 	0.0 	52.9 
30091	¤UÆW	ÆW	86.0 	280.6 	0.0 	215.2 	29620.3 	6.7 	86.4 	0.1 	0.0 	10.8 
30159	¤ûÀYÆW	ÆW	16.0 	189.9 	396.0 	746.3 	21.4 	2.2 	17.1 	0.0 	3.0 	13.3 
30328	¤UÆW¤l¤º	ÆW	12.0 	10.2 	0.0 	265.7 	1454.0 	1.6 	10.8 	0.0 	0.0 	3.9 
30757	ÆW¥JÀY	ÆW	9.0 	11.2 	0.0 	210.7 	1494.3 	1.4 	8.4 	0.0 	0.0 	1.8 
31040	©Ô¨½¨ÈÆW³¡¸¨	ÆW	153.0 	42.2 	0.0 	123.8 	261.2 	8.7 	166.1 	0.1 	0.0 	20.3 
31112	ªü©Ô¤ÚÆW³¡¸¨	ÆW	56.0 	63.1 	0.0 	103.1 	6346.6 	6.7 	110.5 	0.1 	0.0 	10.5 
31363	«¢©ÔÆW³¡¸¨	ÆW	173.0 	155.8 	0.0 	194.4 	1079.7 	9.0 	178.0 	0.2 	0.0 	23.7 
31587	¤TÆW	ÆW	201.0 	219.3 	520.0 	998.1 	6.5 	23.1 	210.0 	0.4 	42.0 	137.9 
31724	¤jÆW	ÆW	28.0 	14.0 	0.0 	222.3 	174.4 	1.9 	24.1 	0.0 	0.0 	3.4 
31744	ÆW¤º	ÆW	28.0 	16.3 	0.0 	253.8 	56.0 	1.3 	17.5 	0.0 	0.0 	2.7 
31854	·s¤UÆW	ÆW	5.0 	7.0 	144.2 	602.6 	13.3 	0.4 	6.0 	0.0 	0.0 	1.7 
31943	ÆW¤ºÉÜ	ÆW	3.0 	9.8 	160.0 	517.4 	37.4 	0.6 	5.1 	0.0 	0.0 	2.1 
32020	¤jÆW	ÆW	3.0 	21.8 	226.3 	663.6 	15.6 	0.5 	3.9 	0.0 	0.0 	2.1 
32357	¥_ÆW	ÆW	149.0 	318.6 	0.0 	217.4 	2270.6 	13.0 	207.9 	0.2 	0.0 	41.2 
32358	¥_ÆW	ÆW	145.0 	163.0 	0.0 	423.1 	1941.0 	12.9 	135.2 	0.2 	0.0 	46.8 
32375	¤jÆW	ÆW	4.0 	5.9 	565.7 	991.2 	17.3 	0.4 	3.9 	0.0 	1.0 	1.9 
32554	ÆW¤l¤º	ÆW	4.0 	9.7 	0.0 	430.0 	103.1 	0.6 	4.9 	0.0 	0.0 	2.2 
32629	®R¾|ÆW³¡¸¨	ÆW	19.0 	78.2 	0.0 	238.8 	64.4 	1.5 	17.4 	0.0 	0.0 	5.3 
32921	ÆWªÆ	ÆW	128.0 	88.1 	0.0 	194.8 	832.5 	13.1 	154.4 	0.2 	0.0 	34.9 
33072	¹F©T³¡ÆW³¡¸¨	ÆW	16.0 	22.9 	0.0 	476.4 	358.6 	1.6 	15.9 	0.0 	0.0 	12.4 
33142	§J¶øÆW³¡¸¨	ÆW	243.0 	59.5 	0.0 	523.5 	56.2 	12.5 	296.9 	0.2 	0.0 	46.9 
33309	¤jÆW	ÆW	226.0 	381.0 	0.0 	359.6 	12477.6 	16.9 	267.6 	0.3 	0.0 	50.5 
34437	ºq¬hÆW³¡¸¨	ÆW	15.0 	42.3 	0.0 	401.6 	33.3 	1.2 	14.5 	0.0 	0.0 	14.1 
34463	¤K¨½ÆW³¡¸¨	ÆW	138.0 	109.3 	0.0 	134.1 	1213.2 	18.0 	189.8 	0.3 	0.0 	41.4 
34470	¤ºÆW	ÆW	314.0 	740.4 	483.3 	1003.9 	28.5 	24.2 	431.0 	0.4 	0.0 	152.2 
34793	¤jÆW	ÆW	5.0 	10.4 	0.0 	372.5 	1206.9 	1.3 	4.6 	0.0 	0.0 	2.9 
34918	¤jÆW	ÆW	8.0 	6.4 	0.0 	375.0 	168.2 	0.9 	7.1 	0.0 	0.0 	2.2 
35071	ÆWÄ_	ÆW	31.0 	31.4 	425.2 	946.7 	12.3 	2.6 	27.1 	0.0 	0.0 	12.5 
35293	ÆW¥J¤º	ÆW	4.0 	6.2 	126.5 	478.4 	29.6 	0.6 	6.1 	0.0 	0.0 	2.1 
35525	¥Õ¨FÆW§O¹Ö	ÆW	62.0 	22.7 	0.0 	415.1 	64.8 	7.2 	57.3 	0.1 	0.0 	21.0 
35556	¤j«nÆW	ÆW	105.0 	19.8 	0.0 	262.9 	161.2 	8.7 	119.2 	0.2 	0.0 	16.0 
35572	¤UÆW	ÆW	102.0 	56.3 	0.0 	264.6 	433.0 	8.3 	100.9 	0.1 	0.0 	31.1 
